Point1,Point2,ActualCost
C,B,1.4082996
A,C,8.0106562
B,C,27.1153782
B,A,27.2739208
C,A,1.412461
A,B,4.2409803
C,B,1.364001
A,C,12.4296525
B,C,27.2468284
B,A,27.426954
C,A,1.4286517
A,B,4.4945462
C,B,1.3433436
A,C,7.9435372
B,C,27.9472479
B,A,27.724156800000003
C,A,1.4307333999999998
A,B,4.180542
C,B,1.3456181
A,C,5.5711862000000005
B,C,27.569103600000002
B,A,28.9441191
C,A,1.7123285
A,B,3.2897154000000004
C,B,1.3815909
A,C,9.9300795
B,C,27.8856322
B,A,27.886623200000002
C,A,1.7167523
A,B,3.6232273999999998
C,B,1.6307068
A,C,7.556685
B,C,28.098909499999998
B,A,26.8127827
C,A,1.4803485
A,B,3.8730776
C,B,1.3358645
A,C,8.9328725
B,C,27.8361673
B,A,27.688008399999998
C,A,1.4211742
A,B,4.1794965
C,B,1.3998246
A,C,6.5965211
B,C,27.660544899999998
B,A,27.4035552
C,A,1.3430942
A,B,3.974128
C,B,1.3418763
A,C,6.4287221
B,C,29.085035
B,A,27.2100984
C,A,1.411389
A,B,3.0388877
C,B,1.3481678999999998
A,C,5.852392900000001
B,C,28.4787725
B,A,29.8823286
C,A,1.6528695
A,B,2.5926672
C,B,1.4423117
A,C,9.1294334
B,C,27.6582543
B,A,28.8738163
C,A,1.3752253
A,B,3.2040285
C,B,1.4024361
A,C,5.8425263
B,C,28.5642726
B,A,27.2155174
C,A,1.4145899
A,B,5.2567699999999995
C,B,1.3612812
A,C,4.8938625
B,C,28.29035
B,A,27.1507083
C,A,1.3504682
A,B,3.4106433
C,B,1.4010658
A,C,14.726412400000001
B,C,27.364917
B,A,27.5940324
C,A,1.6336952
A,B,3.1975877
C,B,1.3474247
A,C,5.5244434
B,C,28.838923200000004
B,A,29.2626983
C,A,1.3465445
A,B,3.4200275
C,B,1.4030535
A,C,2.207929
B,C,27.405868800000004
B,A,28.657351000000002
C,A,1.4056377
A,B,4.0000775
C,B,1.3548416
A,C,5.0041822
B,C,27.5004084
B,A,27.2256288
C,A,1.3427189
A,B,3.4991053
C,B,1.4269778999999998
A,C,6.0109875
B,C,27.986981800000002
B,A,26.8679792
C,A,1.4161542999999999
A,B,3.429921
C,B,1.4036851000000001
A,C,8.131743799999999
B,C,27.0280332
B,A,27.139855999999998
C,A,1.3368494
A,B,2.8855636
C,B,1.4233247
A,C,9.8244355
B,C,27.5128188
B,A,27.6135908
C,A,1.4158916
A,B,3.0873195
C,B,1.3939624
A,C,16.0478253
B,C,27.713755900000002
B,A,26.7721893
C,A,1.3961815
A,B,3.4891321
C,B,1.4198522
A,C,10.2097787
B,C,27.488968
B,A,27.720514
C,A,1.4001553999999998
A,B,2.9750255
C,B,1.4831531
A,C,7.8540551999999995
B,C,27.4812624
B,A,27.043840999999997
C,A,1.3433475
A,B,3.8640601
C,B,1.3488898
A,C,11.8360954
B,C,27.4114853
B,A,26.8646672
C,A,1.3559669
A,B,3.6470157999999997
C,B,1.645673
A,C,8.3628189
B,C,28.7362659
B,A,27.302586600000005
C,A,1.3537546999999999
A,B,3.3746742
C,B,1.3447102
A,C,4.4410805
B,C,28.3909291
B,A,27.047711100000004
C,A,1.3597631
A,B,3.4665616999999997
C,B,1.414915
A,C,5.8017761
B,C,28.4258744
B,A,28.1749788
C,A,1.338909
A,B,3.4285857
C,B,1.4070552
A,C,13.8378115
B,C,28.818719399999996
B,A,27.2798588
C,A,1.3476346
A,B,3.1981355
C,B,1.3509991
A,C,12.1337604
B,C,28.2042895
B,A,28.4605519
C,A,1.3575233999999998
A,B,3.0435241000000004
C,B,1.3440982
A,C,8.852679
B,C,27.8913401
B,A,27.5088929
C,A,1.4070413
A,B,3.1934273
C,B,1.3988544
A,C,8.6000608
B,C,27.4998416
B,A,27.610853999999996
C,A,1.3864646
A,B,2.8784412999999995
C,B,1.4157084999999998
A,C,5.981481099999999
B,C,27.2326249
B,A,29.993638
C,A,1.4837188000000001
A,B,2.8594071
C,B,1.3621926000000002
A,C,6.128940200000001
B,C,27.2726408
B,A,27.4787924
C,A,1.3609487
A,B,3.3646452000000004
C,B,1.3452446000000002
A,C,9.1827426
B,C,27.5146167
B,A,27.9185118
C,A,1.3609505
A,B,3.7072337
C,B,1.3621763
A,C,10.2323846
B,C,29.0196316
B,A,27.6532423
C,A,1.3530167
A,B,2.8238969
C,B,1.3413765
A,C,6.6927282
B,C,27.2137591
B,A,26.9759338
C,A,1.3588533
A,B,2.7860959
C,B,1.3937516
A,C,5.386858900000001
B,C,27.8245045
B,A,26.936119899999998
C,A,1.426393
A,B,2.6011714
C,B,1.3921548
A,C,6.3915418
B,C,28.3137544
B,A,28.8990822
C,A,1.4820575
A,B,3.3050245000000005
C,B,1.3394831
A,C,5.730589
B,C,29.052146399999998
B,A,28.7452022
C,A,1.5671365
A,B,2.9740095
C,B,1.3543114
A,C,4.4884831
B,C,27.522194
B,A,27.0883679
C,A,1.4084732
A,B,3.2489024
C,B,1.3985544
A,C,6.2470847
B,C,27.4115195
B,A,28.8931392
C,A,1.3995186000000002
A,B,2.9172673
C,B,1.4839117
A,C,6.610388900000001
B,C,27.8739357
B,A,27.5033589
C,A,1.4273518
A,B,3.5867079
C,B,1.3286176
A,C,8.931818
B,C,27.000566499999998
B,A,27.933931800000003
C,A,1.4737344
A,B,2.8602151
C,B,1.3431993
A,C,7.3214338
B,C,27.4671794
B,A,27.1492016
C,A,1.4255927
A,B,3.2370021
C,B,1.3418876
A,C,12.3494235
B,C,30.360731599999998
B,A,26.9798974
C,A,1.4057551000000001
A,B,2.9761215
C,B,1.3996022
A,C,8.6313355
B,C,26.896385
B,A,27.5442304
C,A,1.4058173
A,B,3.2569769
C,B,1.3543301
A,C,7.874448700000001
B,C,27.9802623
B,A,26.9186188
C,A,1.3512446000000002
A,B,3.9872494
C,B,1.3941354
A,C,7.487406
B,C,28.1658739
B,A,27.7202476
C,A,1.4038881
A,B,3.0442258
C,B,1.3549311000000002
A,C,7.3026323
B,C,27.444544699999998
B,A,26.9098827
C,A,1.3571456
A,B,3.9839129
C,B,1.3499386999999998
A,C,11.4333589
B,C,27.772920399999997
B,A,26.7945918
C,A,1.4241326
A,B,2.9373598999999997
C,B,1.344971
A,C,9.4384578
B,C,27.3019508
B,A,28.5156852
C,A,1.3482066000000001
A,B,3.009977
C,B,1.348926
A,C,4.1508475
B,C,27.568026899999996
B,A,27.434483899999996
C,A,1.4068465
A,B,3.5442382000000006
C,B,1.3605961000000002
A,C,9.323437599999998
B,C,27.2970079
B,A,29.189549100000004
C,A,1.6222959
A,B,2.9522277000000003
C,B,1.3626348
A,C,6.3550227
B,C,27.8044527
B,A,26.7601239
C,A,1.3491565
A,B,3.4657419
C,B,1.3334893
A,C,6.270332
B,C,27.9074863
B,A,27.6620975
C,A,1.48555
A,B,3.5917022000000003
C,B,1.4022620000000001
A,C,4.6456513
B,C,27.8315066
B,A,27.8088012
C,A,1.4125006000000002
A,B,2.4439777
C,B,1.4091726999999998
A,C,7.070448
B,C,27.0772185
B,A,27.0085212
C,A,1.4206653
A,B,2.7719467
C,B,1.4051942
A,C,7.944304499999999
B,C,27.4087109
B,A,27.5388831
C,A,1.3588311000000002
A,B,2.8272037999999995
C,B,1.3616583
A,C,8.025420599999999
B,C,27.6714631
B,A,27.3948081
C,A,1.4035157
A,B,2.7688892000000003
C,B,1.3450837
A,C,10.8389802
B,C,28.0781691
B,A,26.8133211
C,A,1.3480588
A,B,3.588161
C,B,1.3477006
A,C,5.7163874
B,C,27.4276426
B,A,28.3785096
C,A,1.335804
A,B,2.7691366000000004
C,B,1.4077540000000002
A,C,5.0275099
B,C,27.922088300000002
B,A,31.5346268
C,A,1.3887052
A,B,2.6954768
C,B,1.4066575000000001
A,C,6.071237
B,C,28.0154716
B,A,27.309209999999997
C,A,1.3928088
A,B,3.7124938
C,B,1.4846186
A,C,5.4484107
B,C,29.2323192
B,A,26.8477607
C,A,1.4096511999999999
A,B,4.8889748
C,B,1.4154775
A,C,5.4424148
B,C,27.516941
B,A,27.7075693
C,A,1.4062065
A,B,3.2116493
C,B,1.3510045
A,C,5.034924500000001
B,C,27.497969800000003
B,A,26.8311616
C,A,1.3486597
A,B,3.7086385
C,B,1.4939281
A,C,5.077228099999999
B,C,27.519901500000003
B,A,27.1120355
C,A,1.3559852
A,B,3.4233488
C,B,1.3947866000000002
A,C,5.8478744
B,C,27.2352858
B,A,26.9273864
C,A,1.3334364
A,B,3.3558101000000002
C,B,1.3386399
A,C,6.3884049
B,C,27.2710492
B,A,26.960169399999995
C,A,1.3436951
A,B,3.0990898999999996
C,B,1.3565916999999998
A,C,6.299802400000001
B,C,27.3795811
B,A,27.3954868
C,A,1.3286989
A,B,2.7320279
C,B,1.4081002
A,C,6.1400839000000005
B,C,27.2774978
B,A,27.403289100000002
C,A,1.4053533
A,B,2.7299944
C,B,1.3561514
A,C,5.781306
B,C,27.2516872
B,A,27.6274652
C,A,1.3436742
A,B,3.3659272000000002
C,B,1.4145141
A,C,5.740740799999999
B,C,27.9414377
B,A,28.1442767
C,A,1.3458584999999998
A,B,3.4798549
C,B,1.408699
A,C,5.0044867
B,C,27.082214299999997
B,A,27.6163728
C,A,1.4028583
A,B,3.5580292
C,B,1.4021086
A,C,6.5710849
B,C,27.4082187
B,A,27.104137899999994
C,A,1.3443682
A,B,3.4768275
C,B,1.5924316
A,C,6.148343700000001
B,C,28.4059578
B,A,28.441468
C,A,1.3491072
A,B,3.4860377000000002
C,B,1.4057184
A,C,5.3750226
B,C,27.5665325
B,A,27.4276399
C,A,1.3477741
A,B,3.8175788999999996
C,B,1.3334957
A,C,6.1730748
B,C,26.923988399999995
B,A,27.2805119
C,A,1.3590725000000001
A,B,3.1566567
C,B,1.4169089
A,C,5.9799922
B,C,26.9087033
B,A,27.641072899999998
C,A,1.5038938
A,B,3.7469386
C,B,1.7941979
A,C,8.860202699999999
B,C,28.0853701
B,A,26.8387846
C,A,1.3412674
A,B,2.9986057
C,B,1.3451004999999998
A,C,9.223566
B,C,28.0406174
B,A,27.3540726
C,A,1.3441551999999999
A,B,3.5876366
C,B,1.3479553
A,C,7.880536
B,C,27.805984999999996
B,A,26.875777399999997
C,A,1.4523728999999999
A,B,3.5399507
C,B,1.4014915000000001
A,C,7.4356177
B,C,30.4272287
B,A,27.7380683
C,A,1.4104747
A,B,3.4062422
C,B,1.4236049
A,C,8.4608762
B,C,27.2313193
B,A,27.6326047
C,A,1.5816055
A,B,2.8626582
C,B,1.4075968
A,C,10.9791883
B,C,28.5758062
B,A,27.2370313
C,A,1.4106348999999998
A,B,3.3712164
C,B,1.3440413999999998
A,C,10.5709339
B,C,27.862976500000002
B,A,26.970596500000003
C,A,1.4142516
A,B,3.8571498999999996
C,B,1.3444141
A,C,9.8432059
B,C,27.524432
B,A,27.041291100000002
C,A,1.4028506
A,B,3.5401901
C,B,1.3504275
A,C,6.4664127
B,C,28.276093300000003
B,A,27.5733038
C,A,1.3444902
A,B,4.0931641
C,B,1.409492
A,C,10.337339300000002
B,C,27.7068085
B,A,27.3815294
C,A,1.3556911
A,B,3.1602599
C,B,1.3630185
A,C,8.6289827
B,C,28.352424
B,A,27.1372458
C,A,1.4137954
A,B,3.0868703999999996
C,B,1.3937331
A,C,9.747841099999999
B,C,27.419718
B,A,28.3028876
C,A,1.4175285
A,B,3.430563
C,B,1.3343775
A,C,8.8645888
B,C,28.1805294
B,A,26.8234942
C,A,1.4169469
A,B,2.8248471
C,B,1.3355483999999997
A,C,16.9163755
B,C,28.886699199999995
B,A,27.5758201
C,A,1.4242214
A,B,2.8814442000000002
C,B,1.3376433
A,C,12.4562889
B,C,27.6655588
B,A,27.16175
C,A,1.3561569
A,B,2.858575
C,B,1.349014
A,C,5.872879599999999
B,C,27.441242499999998
B,A,27.1364303
C,A,1.3615753000000002
A,B,3.4771412000000006
C,B,1.4055778
A,C,10.163147300000002
B,C,27.1858798
B,A,27.9955818
C,A,1.3519857
A,B,3.2364714
C,B,1.3498093
A,C,9.2153934
B,C,27.3116473
B,A,26.9204202
C,A,1.4270011999999999
A,B,3.2371623
C,B,1.5563672
A,C,6.3290509
B,C,27.2335938
B,A,27.064999600000004
C,A,1.3571562
A,B,3.0444377
C,B,1.4295178999999998
A,C,5.0019537
B,C,26.9207472
B,A,27.4075201
C,A,1.4083322
A,B,3.3675261
C,B,1.3556418
A,C,5.0450145
B,C,27.611756099999997
B,A,27.2044283
C,A,1.4109499
A,B,3.3627556
C,B,1.4105013000000002
A,C,5.209663900000001
B,C,28.8104188
B,A,27.4375029
C,A,1.3502963
A,B,3.0272273
C,B,1.3903986000000002
A,C,6.6696591
B,C,27.4956493
B,A,27.4522125
C,A,1.4051979
A,B,2.8624089
C,B,1.4064535
A,C,4.9466347
B,C,27.585918900000003
B,A,27.2895082
C,A,1.3405193000000002
A,B,3.3211489000000003
C,B,1.3996308
A,C,6.328604400000001
B,C,27.8700154
B,A,27.8005265
C,A,1.4110563999999999
A,B,3.9251916
C,B,1.347534
A,C,4.8163304
B,C,27.3226114
B,A,27.597663899999997
C,A,1.3481733999999999
A,B,3.1957687000000004
C,B,1.4119902
A,C,5.4345922
B,C,27.421953600000002
B,A,27.343880100000003
C,A,1.4105356000000002
A,B,3.2678652
C,B,1.350839
A,C,5.0042102
B,C,27.5696067
B,A,27.8295511
C,A,1.3484804
A,B,2.5219845
C,B,1.408943
A,C,6.4864731
B,C,27.4846826
B,A,27.5269724
C,A,1.3544174
A,B,2.8819288
C,B,1.3470520000000001
A,C,6.7808601
B,C,27.5531181
B,A,27.695870399999997
C,A,1.3402379999999998
A,B,3.4730362
C,B,1.4129267
A,C,6.1617445
B,C,26.9870321
B,A,27.0892793
C,A,1.35085
A,B,2.7100876
C,B,1.3473991
A,C,5.6699684
B,C,27.9946597
B,A,26.751656800000003
C,A,1.3382646
A,B,2.8781856
C,B,1.4050501
A,C,5.894897
B,C,28.1772219
B,A,26.9688576
C,A,1.3635348
A,B,3.4907457
C,B,1.3951316
A,C,5.4561142
B,C,29.8503584
B,A,27.367520000000003
C,A,1.3384641000000002
A,B,2.8784326
C,B,1.4227215
A,C,8.5868184
B,C,28.7184872
B,A,28.4536121
C,A,1.3488082
A,B,3.5425744
C,B,1.3433568
A,C,8.8197285
B,C,27.3602039
B,A,27.9806957
C,A,1.4724049
A,B,3.6088562000000004
C,B,1.6467612
A,C,7.996839200000001
B,C,27.9171781
B,A,27.1930575
C,A,1.4005374
A,B,3.248005
C,B,1.3480714
A,C,7.7243712
B,C,27.4672709
B,A,27.094863
C,A,1.4097239
A,B,3.7300501000000006
C,B,1.3434825000000001
A,C,5.879377099999999
B,C,27.2749423
B,A,29.1870382
C,A,1.3952326000000002
A,B,3.5298296000000002
C,B,1.4102086
A,C,8.5463416
B,C,28.0229674
B,A,27.3706054
C,A,1.3470415
A,B,3.3506298
C,B,1.4056296
A,C,5.4791864
B,C,26.9762211
B,A,28.7545581
C,A,1.4055175
A,B,3.0478193
C,B,1.3444726
A,C,6.917380900000001
B,C,27.4946468
B,A,27.571882300000002
C,A,1.6354625
A,B,2.6906112999999996
C,B,1.4050366
A,C,6.3774847
B,C,28.0835011
B,A,28.9965053
C,A,1.4259072
A,B,2.8095001
C,B,1.5472786
A,C,6.4506779000000005
B,C,27.5376876
B,A,28.6118765
C,A,1.3985533
A,B,3.306824
C,B,1.3445642
A,C,5.2644384
B,C,29.8486646
B,A,28.230985
C,A,1.3998219
A,B,3.1543937
C,B,1.4243257
A,C,13.3411255
B,C,27.5038517
B,A,27.6585292
C,A,1.3316176
A,B,4.435516099999999
C,B,1.3434714
A,C,11.0752974
B,C,28.7913798
B,A,28.364782
C,A,1.3656637
A,B,2.9212055
C,B,1.3500879
A,C,7.3619123
B,C,27.3971446
B,A,27.155423600000002
C,A,1.3506955
A,B,3.4229373
C,B,1.3439099
A,C,14.502704300000001
B,C,29.187092800000002
B,A,28.0121446
C,A,1.4216703
A,B,3.4265385
C,B,1.3500591
A,C,5.706200599999999
B,C,30.343065999999997
B,A,27.234321
C,A,1.4064328000000001
A,B,3.1240092999999995
C,B,1.3457032
A,C,9.5371466
B,C,28.3305687
B,A,27.7981233
C,A,1.4059817
A,B,2.4353172
C,B,1.4082736
A,C,10.37016
B,C,27.722288800000005
B,A,27.2612106
C,A,1.3506217
A,B,3.9785425
C,B,1.412577
A,C,9.5697172
B,C,28.6607199
B,A,29.842753000000002
C,A,1.3461673
A,B,2.807082
C,B,1.4169086000000002
A,C,15.289527599999998
B,C,27.532742100000004
B,A,29.016952500000002
C,A,1.406476
A,B,3.1386374
C,B,1.3693255
A,C,14.1004302
B,C,27.9918042
B,A,27.3768466
C,A,1.3705614
A,B,2.8065716
C,B,1.3406979
A,C,5.9902504
B,C,27.324714
B,A,28.0629118
C,A,1.4850908
A,B,3.3237608999999995
C,B,1.3489241
A,C,6.1233202
B,C,27.6614518
B,A,28.0315244
C,A,1.4059464
A,B,2.6419973
C,B,1.3469205
A,C,7.761835499999999
B,C,29.0432614
B,A,28.9833242
C,A,1.4109537
A,B,3.6917452000000006
C,B,1.3423896999999998
A,C,5.7846135
B,C,28.86
B,A,27.378964399999997
C,A,1.4073437
A,B,3.0295821
C,B,1.342937
A,C,5.287546099999999
B,C,27.199328100000002
B,A,27.0724104
C,A,1.3604261999999998
A,B,3.2571138
C,B,1.493918
A,C,4.5581734
B,C,27.4124395
B,A,28.2505001
C,A,1.4031228
A,B,2.4924662
C,B,1.3980626
A,C,4.556984
B,C,27.491593
B,A,27.936667200000002
C,A,1.3598384
A,B,2.7680841
C,B,1.400316
A,C,5.786166
B,C,29.3262743
B,A,29.469201
C,A,1.3901441
A,B,3.3197834
C,B,1.3443571
A,C,6.0380527
B,C,27.438774
B,A,27.4175887
C,A,1.3454992
A,B,3.8465905
C,B,1.3442881000000002
A,C,5.827961599999999
B,C,26.7568362
B,A,28.733475199999997
C,A,1.3490944
A,B,3.6548302
C,B,1.4019008999999998
A,C,9.3465812
B,C,27.3245038
B,A,26.929549100000003
C,A,1.4095753999999998
A,B,3.8224429
C,B,1.5893218
A,C,5.4262189
B,C,27.086698
B,A,27.447376399999996
C,A,1.3510162000000001
A,B,3.2907554
C,B,1.3306292
A,C,6.359918
B,C,27.920134499999996
B,A,26.9147143
C,A,1.3422196
A,B,3.1010821
C,B,1.4132235
A,C,4.3856812
B,C,27.445370299999997
B,A,27.7489675
C,A,1.483402
A,B,3.048447
C,B,1.4105378
A,C,8.0113429
B,C,27.9220612
B,A,27.4602479
C,A,1.3504688999999999
A,B,2.8022213
C,B,1.6421888
A,C,6.4706220000000005
B,C,28.3070939
B,A,27.1753066
C,A,1.5763489
A,B,2.8256275
C,B,1.4063918
A,C,6.7945181
B,C,27.2609687
B,A,27.1582358
C,A,1.3557806
A,B,3.3061656
C,B,1.3386578000000002
A,C,5.8028731
B,C,27.8049945
B,A,27.6924336
C,A,1.4058996
A,B,3.42064
C,B,1.405022
A,C,5.8557476
B,C,27.7384967
B,A,26.9048098
C,A,1.4128374
A,B,3.2518627
C,B,1.4057612
A,C,12.7708368
B,C,26.9038103
B,A,28.6581216
C,A,1.4018813
A,B,2.876688
C,B,1.4848556
A,C,6.6814345
B,C,27.5544584
B,A,27.752976
C,A,1.3470064
A,B,3.3677493
C,B,1.4122148
A,C,7.9805738
B,C,27.5249784
B,A,29.231361800000002
C,A,1.7927766
A,B,2.9393622
C,B,1.4020263000000002
A,C,9.1283047
B,C,28.4696407
B,A,27.8199561
C,A,1.3930239
A,B,3.4888805
C,B,1.401957
A,C,13.3761215
B,C,27.5857059
B,A,27.066932399999995
C,A,1.4126530000000002
A,B,3.8127088
C,B,1.3436194
A,C,6.5665511
B,C,29.399864299999997
B,A,27.691595399999997
C,A,1.5225562
A,B,2.8442471
C,B,1.4055815
A,C,10.8651328
B,C,27.0852375
B,A,28.118328700000003
C,A,1.6450879
A,B,3.266591
C,B,1.4065268
A,C,6.5328817
B,C,27.557109499999996
B,A,27.822705499999998
C,A,1.4333621
A,B,3.269283
C,B,1.984045
A,C,7.9671012
B,C,27.5347828
B,A,27.0110381
C,A,1.4035513000000002
A,B,2.8627365
C,B,1.3983135
A,C,15.7544973
B,C,28.5247542
B,A,27.7777614
C,A,1.4188131000000002
A,B,3.7639355
C,B,1.3451302
A,C,13.5219829
B,C,31.526451300000005
B,A,27.4266931
C,A,1.4695119
A,B,3.1809001
C,B,1.3301448
A,C,8.7827835
B,C,28.090662899999995
B,A,27.5430675
C,A,1.4056938
A,B,3.1050504
C,B,1.4011966
A,C,11.2865264
B,C,28.9512926
B,A,28.2612956
C,A,1.9376817
A,B,3.712253
C,B,1.3852456
A,C,7.312156599999999
B,C,27.0050564
B,A,27.1805554
C,A,1.4099785
A,B,3.6411483
C,B,1.4962933999999999
A,C,12.325085699999999
B,C,28.0447298
B,A,27.6890827
C,A,1.4107066000000001
A,B,2.9899153999999997
C,B,1.3579695
A,C,6.203192
B,C,27.6080086
B,A,27.294447499999997
C,A,1.3971537
A,B,2.9923237
C,B,1.5264693
A,C,9.1395024
B,C,32.9845086
B,A,27.805220799999997
C,A,1.3899402
A,B,2.5821377999999995
C,B,1.356494
A,C,6.3102868
B,C,27.1195338
B,A,28.0248626
C,A,1.3628376
A,B,3.8166297
C,B,1.3409358
A,C,6.6396872
B,C,29.0015013
B,A,28.1237421
C,A,1.4048798
A,B,3.2988539
C,B,1.3386121
A,C,7.763273
B,C,27.3082065
B,A,30.2660892
C,A,1.3533563999999998
A,B,3.4172432999999995
C,B,1.460109
A,C,9.3804902
B,C,28.7071235
B,A,27.396538699999997
C,A,1.331546
A,B,3.0690994
C,B,1.3835265
A,C,5.3251505
B,C,28.1601912
B,A,27.451384700000002
C,A,1.4074815
A,B,2.9743921
C,B,1.3458007
A,C,5.0826254
B,C,27.1760468
B,A,27.9899202
C,A,1.4183286
A,B,2.9860833
C,B,1.3374247
A,C,7.7397786
B,C,27.9871683
B,A,27.6619756
C,A,1.4861295
A,B,4.083161799999999
C,B,1.3355096000000002
A,C,7.337407000000001
B,C,28.949106300000004
B,A,27.0690016
C,A,1.4233588
A,B,2.92847
C,B,1.3461898
A,C,6.0973664
B,C,28.7462403
B,A,27.4517545
C,A,1.391285
A,B,3.1762063
C,B,1.4073741
A,C,6.517380999999999
B,C,29.15581
B,A,27.9846337
C,A,1.4843286
A,B,2.9540568
C,B,1.4243194
A,C,8.028322
B,C,33.3680809
B,A,29.4135423
C,A,1.3602417
A,B,5.259573400000001
C,B,1.4068962
A,C,6.210546599999999
B,C,27.0648325
B,A,28.3091989
C,A,1.3522967
A,B,2.9709841
C,B,1.4257672
A,C,5.9745446
B,C,28.6783909
B,A,27.134307399999997
C,A,1.4168519
A,B,4.365408599999999
C,B,1.4010254
A,C,5.0845279
B,C,28.1294891
B,A,27.1241613
C,A,1.4662157
A,B,3.5224849
C,B,1.4067001
A,C,7.0029496
B,C,27.312823600000005
B,A,27.106817100000004
C,A,1.4182356000000003
A,B,2.838429
C,B,1.4057181
A,C,4.622467400000001
B,C,28.9454087
B,A,27.673207899999998
C,A,1.3935403999999998
A,B,3.0827839
C,B,1.3573739
A,C,4.905810099999999
B,C,27.491706300000004
B,A,28.6993037
C,A,1.4960498
A,B,3.1915222
C,B,1.4360485
A,C,5.243907
B,C,27.906086199999997
B,A,29.2458761
C,A,1.4278378
A,B,3.474908
C,B,1.3528906
A,C,6.0831886
B,C,27.3827024
B,A,27.056788899999997
C,A,1.3565314
A,B,3.8657176
C,B,1.4074696000000002
A,C,6.7289034
B,C,27.720914899999997
B,A,27.3961052
C,A,1.3507641
A,B,3.429302
C,B,2.0379045
A,C,6.053893599999999
B,C,27.3549941
B,A,27.897632899999998
C,A,1.3427577
A,B,2.863221
C,B,1.3982451
A,C,8.750511999999999
B,C,27.1072442
B,A,27.4348299
C,A,1.3897041
A,B,3.1481348999999996
C,B,1.5483919
A,C,7.484172500000001
B,C,27.9889432
B,A,27.4589964
C,A,1.4168555
A,B,2.6905861
C,B,1.3469242000000001
A,C,8.1692362
B,C,27.680639399999997
B,A,27.8205748
C,A,1.3982538999999998
A,B,3.6411309999999997
C,B,1.4049003999999998
A,C,12.0906237
B,C,26.9198372
B,A,28.0761929
C,A,1.4134325
A,B,3.5329389
C,B,1.414307
A,C,8.6454768
B,C,27.867032
B,A,28.123886600000002
C,A,1.3382535
A,B,2.8025171
C,B,1.4055853
A,C,6.5416966
B,C,27.001431300000004
B,A,27.889907899999997
C,A,1.3600809
A,B,3.4323926
C,B,1.4229116000000002
A,C,7.4512015
B,C,28.2434238
B,A,26.993740600000002
C,A,1.4142173999999998
A,B,2.7688089
C,B,1.4221708999999998
A,C,6.6015855
B,C,28.459739600000002
B,A,27.667946899999997
C,A,1.4128324
A,B,2.6544678
C,B,1.4072787
A,C,7.2052742
B,C,26.893635200000002
B,A,27.008721
C,A,1.4146641000000002
A,B,2.7264794
C,B,1.4075051
A,C,7.2615034
B,C,28.1649291
B,A,27.8032845
C,A,1.4056133
A,B,2.9881949
C,B,1.3581138000000001
A,C,6.0458666
B,C,27.1753428
B,A,27.6278115
C,A,1.42841
A,B,3.701376
C,B,1.4241528
A,C,6.054800599999999
B,C,27.6631867
B,A,27.168861
C,A,1.3484915000000002
A,B,3.5409329
C,B,1.3506558000000002
A,C,8.2018756
B,C,26.942767600000003
B,A,27.6846595
C,A,1.7191561
A,B,3.7591914
C,B,1.4793538999999998
A,C,9.413528999999999
B,C,27.194293100000003
B,A,27.541045299999997
C,A,1.3354535
A,B,3.2028525
C,B,1.4076604
A,C,14.1460142
B,C,27.6722493
B,A,26.9902988
C,A,1.3439928
A,B,2.6605942
C,B,1.407348
A,C,8.0983087
B,C,26.970345799999997
B,A,27.192825
C,A,1.3990755
A,B,3.4242198
C,B,1.4004542
A,C,7.8562852
B,C,26.9201918
B,A,27.3435945
C,A,1.3491571000000002
A,B,3.5919937999999996
C,B,1.4264915
A,C,10.6612874
B,C,27.672503000000003
B,A,27.657723699999995
C,A,1.4006914
A,B,2.8620294
C,B,1.4011861
A,C,4.666990599999999
B,C,27.1739751
B,A,28.0158143
C,A,1.6324267
A,B,5.2243455999999995
C,B,1.3570576
A,C,9.4097178
B,C,27.4448442
B,A,28.4001885
C,A,1.3627463
A,B,3.4152794
C,B,1.3612629
A,C,5.724590900000001
B,C,28.6999986
B,A,28.0080006
C,A,1.349244
A,B,2.5828791
C,B,1.3451688
A,C,6.4243754
B,C,26.7744721
B,A,28.2935738
C,A,1.3578678
A,B,3.8668157999999995
C,B,1.3842955
A,C,4.861982299999999
B,C,29.0516735
B,A,27.4410857
C,A,1.4006378000000002
A,B,2.920554
C,B,1.4749148
A,C,5.334819400000001
B,C,27.8140761
B,A,27.8878559
C,A,1.3488556999999999
A,B,3.2671892999999996
C,B,1.4038133
A,C,4.7885168
B,C,28.7212179
B,A,27.6801624
C,A,1.4770751
A,B,3.3851041
C,B,1.3497302
A,C,6.594838799999999
B,C,27.5022785
B,A,27.2164434
C,A,1.3864165000000002
A,B,3.07883
C,B,1.4656392
A,C,6.5605808
B,C,28.917111100000003
B,A,28.546917600000004
C,A,1.5614864
A,B,3.5802827000000006
C,B,1.3494936
A,C,5.918608900000001
B,C,27.0088881
B,A,27.1484794
C,A,1.4129961000000002
A,B,3.6847565
C,B,1.3958103000000002
A,C,5.095134099999999
B,C,27.3546846
B,A,27.948225899999997
C,A,1.4179562
A,B,3.3154629
C,B,1.3611661
A,C,5.3919628
B,C,27.0983919
B,A,26.9518485
C,A,1.4001332
A,B,2.2142605
C,B,1.4064666000000001
A,C,5.4485017
B,C,28.1358984
B,A,27.2047706
C,A,1.4162303
A,B,2.6876626
C,B,1.3989948
A,C,5.2609897
B,C,27.0526609
