Point1,Point2,ActualCost
B,C,26.9885985
B,A,28.4668393
C,A,1.4090986
A,B,4.2430343
C,B,1.3990035
A,C,7.8871353
B,C,27.7470058
B,A,28.1487207
C,A,1.4600923000000001
A,B,4.358680400000001
C,B,1.4226917
A,C,5.300286900000001
B,C,28.8295245
B,A,28.184694699999998
C,A,1.4188736000000002
A,B,4.050602
C,B,1.6307544
A,C,5.6662217
B,C,28.2878758
B,A,27.8002006
C,A,1.3585538000000001
A,B,4.5116903
C,B,1.4109688999999999
A,C,8.6072931
B,C,29.110291600000004
B,A,27.5145537
C,A,1.4011337
A,B,2.9596482
C,B,1.4161277
A,C,8.3992507
B,C,27.199057699999997
B,A,27.2726679
C,A,1.3479774
A,B,3.9281449999999998
C,B,1.6508949
A,C,6.8966753
B,C,27.4004582
B,A,28.296064899999998
C,A,1.4357062
A,B,3.5569308
C,B,1.3481882
A,C,5.2777277
B,C,27.9177813
B,A,28.013031199999997
C,A,1.3673415
A,B,3.9948757000000006
C,B,1.4191312
A,C,6.342626999999999
B,C,28.8733625
B,A,26.9090332
C,A,1.4051639
A,B,4.7539661
C,B,1.4020313999999998
A,C,6.2183648
B,C,28.225663
B,A,28.0098122
C,A,1.3432551000000001
A,B,3.2874848
C,B,1.3472231000000001
A,C,9.853700300000002
B,C,27.868367600000003
B,A,27.914295199999998
C,A,1.363826
A,B,3.9179160000000004
C,B,1.3470995000000001
A,C,5.6893912
B,C,28.414269300000004
B,A,26.7672952
C,A,1.4549769
A,B,3.8822742999999993
C,B,1.6307383
A,C,6.9705914
B,C,26.9504973
B,A,27.353252299999998
C,A,1.7040421
A,B,3.8069839999999995
C,B,1.4742194
A,C,6.2415934
B,C,28.4937796
B,A,26.883694800000004
C,A,1.4520015
A,B,3.0730553
C,B,1.4709351
A,C,7.702147999999999
B,C,26.945724100000003
B,A,26.8376533
C,A,1.4680768
A,B,4.4658279
C,B,1.4783191
A,C,5.2423222
B,C,28.5673704
B,A,27.327308399999996
C,A,1.3487525
A,B,3.3565279
C,B,1.344478
A,C,11.2854435
B,C,29.3256157
B,A,27.2454524
C,A,1.4000546
A,B,2.9663195
C,B,1.4178959
A,C,5.377665
B,C,28.3832709
B,A,28.4832673
C,A,1.4212445
A,B,4.614717400000001
C,B,1.3323333000000002
A,C,6.9748873
B,C,27.017981899999995
B,A,26.9883927
C,A,1.3673992
A,B,3.2913561
C,B,1.4031621
A,C,6.4684052
B,C,28.7131478
B,A,28.0270352
C,A,1.4094033
A,B,4.1707699
C,B,1.341297
A,C,5.2438669
B,C,27.971091
B,A,26.8234865
C,A,1.4022881999999999
A,B,5.1962095
C,B,1.4316698
A,C,6.5671445
B,C,26.8435434
B,A,27.3453967
C,A,1.358055
A,B,3.7320782
C,B,1.3482815
A,C,6.1617562999999995
B,C,30.222966999999997
B,A,26.9869865
C,A,1.6213021
A,B,3.2850922
C,B,1.4666426000000001
A,C,8.0428487
B,C,27.491880699999996
B,A,28.000316700000003
C,A,1.4312001
A,B,3.6098953999999996
C,B,1.3595208
A,C,5.8416239999999995
B,C,27.450119
B,A,27.5458166
C,A,1.3445308999999999
A,B,3.8816356
C,B,1.4128296999999999
A,C,8.3978805
B,C,28.2829744
B,A,26.9898599
C,A,1.343575
A,B,3.8055262
C,B,1.4018541000000002
A,C,9.0853975
B,C,27.280944
B,A,28.892742
C,A,1.4097277
A,B,3.9354474
C,B,1.4094865
A,C,8.3466411
B,C,27.0828696
B,A,29.0499234
C,A,1.3504126
A,B,3.7624908
C,B,1.4240843
A,C,12.542592
B,C,28.6107777
B,A,27.01057
C,A,1.4182888999999999
A,B,2.7181151000000003
C,B,1.3479014999999999
A,C,6.3561694
B,C,28.7099792
B,A,27.1040467
C,A,1.3334751
A,B,3.3057337
C,B,1.4146718999999999
A,C,9.6170462
B,C,28.0819304
B,A,27.7425078
C,A,1.3427767
A,B,3.3287913999999996
C,B,1.4008287
A,C,5.425689
B,C,27.8481864
B,A,27.3211195
C,A,1.4016855
A,B,4.3822071
C,B,1.3453036
A,C,5.9625655
B,C,27.446632
B,A,27.8729738
C,A,1.6944203
A,B,3.5682991000000004
C,B,1.3436341
A,C,4.8572359
B,C,27.422697999999997
B,A,27.1608754
C,A,1.3541419
A,B,3.7280417999999997
C,B,1.3452641
A,C,7.4476218
B,C,27.0647788
B,A,27.1523863
C,A,1.4133962
A,B,2.994351
C,B,1.3482669
A,C,6.4008231
B,C,29.3829178
B,A,27.3367196
C,A,1.3433216000000001
A,B,3.3689368
C,B,1.4729965
A,C,9.2380295
B,C,28.641605
B,A,27.3030619
C,A,1.4017349
A,B,3.032522
C,B,1.4006659
A,C,8.933651199999998
B,C,27.5087365
B,A,26.8842545
C,A,1.4084235
A,B,3.2053568
C,B,1.3904062
A,C,5.5454759000000005
B,C,27.3739587
B,A,27.1309154
C,A,1.4276122
A,B,3.095206
C,B,1.3475627
A,C,6.2051096
B,C,28.3773258
B,A,27.0473825
C,A,1.4245967
A,B,2.8827823
C,B,1.4017718
A,C,6.3529862
B,C,28.285750099999998
B,A,27.4097478
C,A,1.3309431
A,B,4.054089299999999
C,B,1.569968
A,C,6.319461
B,C,28.0263084
B,A,29.1946826
C,A,1.402898
A,B,3.0010031
C,B,1.4355017
A,C,5.815242
B,C,28.674635
B,A,27.038399300000002
C,A,1.3572695
A,B,4.0943526
C,B,1.6915534
A,C,6.8791984
B,C,28.0666008
B,A,28.7607457
C,A,1.4177799
A,B,3.6826379
C,B,1.4194321
A,C,6.1177747
B,C,27.991826300000003
B,A,27.7800457
C,A,1.3483861000000001
A,B,3.5362273
C,B,1.8137149
A,C,6.7501039
B,C,27.8034846
B,A,27.9752209
C,A,1.4146051000000002
A,B,3.4956092000000005
C,B,1.3464218000000001
A,C,7.0959966
B,C,27.2983526
B,A,27.8704555
C,A,1.3549293
A,B,3.7864351000000003
C,B,1.3621707
A,C,5.7894919
B,C,27.5015794
B,A,28.0595821
C,A,1.4159851
A,B,3.3523362999999997
C,B,1.4024438999999997
A,C,5.9887844
B,C,28.762078999999996
B,A,28.8056152
C,A,1.3476257
A,B,4.1772576
C,B,1.4123716999999998
A,C,8.7676631
B,C,27.5591521
B,A,30.059467100000003
C,A,1.3486968000000001
A,B,3.4280727
C,B,1.3440159
A,C,7.587154099999999
B,C,27.669694699999997
B,A,27.9129133
C,A,1.3506770000000001
A,B,4.2537103
C,B,1.7904407
A,C,6.9775064
B,C,27.5655548
B,A,27.783639299999997
C,A,1.4024123
A,B,4.6197641
C,B,1.4252683000000002
A,C,7.5200351
B,C,28.2798919
B,A,27.5957175
C,A,1.3471713
A,B,3.9168258000000002
C,B,1.4191995
A,C,8.4430309
B,C,27.7489809
B,A,28.521668
C,A,1.3697607
A,B,3.1210315
C,B,1.3428945
A,C,6.6163155
B,C,28.0654645
B,A,26.8947602
C,A,1.4149169
A,B,4.177993700000001
C,B,1.461226
A,C,6.1754690000000005
B,C,27.7972713
B,A,27.9973061
C,A,1.4279087
A,B,3.6826034
C,B,1.4011076999999998
A,C,4.6917315
B,C,27.915668699999998
B,A,28.0784316
C,A,1.4542096000000002
A,B,3.2435087000000005
C,B,1.4076749
A,C,6.0056058
B,C,28.0470444
B,A,28.1103235
C,A,1.3915663
A,B,3.2202977
C,B,1.4001326
A,C,6.0875897000000005
B,C,28.280907
B,A,28.1663376
C,A,1.3497396000000002
A,B,3.6272477
C,B,1.4121548000000002
A,C,6.3807562
B,C,28.1022255
B,A,27.9512164
C,A,1.4204827
A,B,3.5641537
C,B,1.4007581
A,C,13.990530800000002
B,C,28.982619300000003
B,A,26.9179534
C,A,1.3901458
A,B,4.560570200000001
C,B,1.486618
A,C,6.5227816
B,C,27.200305100000005
B,A,27.603354100000004
C,A,1.4165128999999999
A,B,4.1780569
C,B,1.3472563
A,C,6.0652044
B,C,27.444128399999997
B,A,28.2562033
C,A,1.3478303
A,B,3.99372
C,B,1.4042022
A,C,10.7685659
B,C,28.478880199999995
B,A,27.3843123
C,A,1.4685511
A,B,3.7900928999999994
C,B,1.3958392
A,C,11.2920515
B,C,28.0486522
B,A,27.645643
C,A,1.4014365
A,B,2.9944766
C,B,1.4043166
A,C,7.6883
B,C,27.1184972
B,A,28.0973787
C,A,1.350101
A,B,3.6530245999999997
C,B,1.4043858
A,C,8.746306599999999
B,C,27.4036857
B,A,27.503627500000004
C,A,1.3463706
A,B,3.6090194
C,B,1.41524
A,C,8.7166563
B,C,28.2872784
B,A,27.2925559
C,A,1.421408
A,B,3.4741867999999996
C,B,1.6202903999999998
A,C,6.7881698
B,C,27.528366600000002
B,A,27.7411355
C,A,1.4264242
A,B,3.9272183
C,B,1.60755
A,C,6.940385000000001
B,C,28.100351500000002
B,A,27.6215471
C,A,1.4034913999999998
A,B,4.0489165
C,B,1.4008397
A,C,10.9488088
B,C,27.575252000000003
B,A,27.1572868
C,A,1.3415281000000001
A,B,4.1347954
C,B,1.4121208
A,C,8.0271295
B,C,27.4518677
B,A,27.436567200000002
C,A,1.4050127
A,B,3.9852528
C,B,1.3478997
A,C,7.9142424
B,C,28.7344549
B,A,27.2236159
C,A,1.448443
A,B,4.6212289
C,B,1.4241013
A,C,6.344352400000001
B,C,27.291523100000003
B,A,28.286963699999998
C,A,1.4213857
A,B,4.304456
C,B,1.40191
A,C,7.2794123
B,C,27.4168114
B,A,28.6137834
C,A,1.3573704
A,B,3.9243040999999996
C,B,1.406312
A,C,6.243957
B,C,28.8349337
B,A,27.3663326
C,A,1.4114707
A,B,4.4286442
C,B,1.3320337
A,C,6.5728913
B,C,27.091477100000002
B,A,26.7861656
C,A,1.4221531
A,B,4.2394944
C,B,1.3987629
A,C,5.5312663
B,C,26.9007505
B,A,27.113233500000003
C,A,1.4223943000000001
A,B,3.7968922999999997
C,B,1.3468876
A,C,6.709705499999999
B,C,27.9169781
B,A,27.4079414
C,A,1.3472055
A,B,4.3706567
C,B,1.4175309999999999
A,C,6.924688799999999
B,C,27.671120600000002
B,A,27.525077
C,A,1.4208969
A,B,3.7281866999999997
C,B,1.4026891000000001
A,C,7.6066901
B,C,27.8082367
B,A,27.927358
C,A,1.3449603
A,B,3.8428448
C,B,1.4138011
A,C,6.6785301
B,C,28.6639006
B,A,27.865467
C,A,1.4846707
A,B,4.1944142
C,B,1.3488149
A,C,4.8967434
B,C,27.8938765
B,A,27.0178104
C,A,1.3489241
A,B,3.7868237000000002
C,B,1.6968566999999999
A,C,5.5942504
B,C,27.3992276
B,A,27.7486653
C,A,1.382824
A,B,3.1660505000000003
C,B,1.400389
A,C,7.2147787
B,C,27.508761100000005
B,A,28.6621915
C,A,1.3774137
A,B,4.038115
C,B,1.3360016
A,C,5.6705307
B,C,27.387380699999998
B,A,27.195479
C,A,1.3919555000000001
A,B,3.8961434
C,B,1.4928151
A,C,6.410675599999999
B,C,27.6059429
B,A,27.0068576
C,A,1.3364546
A,B,3.9057611000000003
C,B,1.3396549
A,C,7.9149275999999995
B,C,28.8607039
B,A,27.3920896
C,A,1.3442095
A,B,3.2208801
C,B,1.4023855
A,C,5.8536353
B,C,29.5631706
B,A,27.5119058
C,A,1.349608
A,B,4.6102674
C,B,1.6011675
A,C,8.502138
B,C,26.815133
B,A,26.8260375
C,A,1.4638187
A,B,3.6251676
C,B,1.4139458
A,C,6.2577656
B,C,27.452230800000002
B,A,27.4770799
C,A,1.4167112
A,B,2.9094586
C,B,1.4042998
A,C,6.0577608
B,C,27.7287497
B,A,27.7116712
C,A,1.3999976
A,B,3.6003226
C,B,1.4240754
A,C,6.7834659
B,C,28.0129797
B,A,27.1383854
C,A,1.7091996
A,B,3.0966846
C,B,1.3456126
A,C,7.8770445
B,C,28.5236614
B,A,28.1295336
C,A,1.3720267
A,B,3.4274194
C,B,1.4063356000000002
A,C,4.1028842
B,C,27.8266804
B,A,27.027855600000002
C,A,1.415207
A,B,3.8555476000000004
C,B,1.3444828000000002
A,C,6.855145299999999
B,C,28.1386984
B,A,27.6268591
C,A,1.3477648000000002
A,B,3.3094913999999998
C,B,1.4079767
A,C,5.0893919
B,C,28.0145528
B,A,28.3781316
C,A,1.4268196000000002
A,B,3.0578944
C,B,1.3496754
A,C,6.5134937
B,C,28.2400624
B,A,26.9691716
C,A,1.3984506
A,B,3.7214718999999996
C,B,1.4034577
A,C,6.8985525999999995
B,C,28.1418337
B,A,28.3508291
C,A,1.6273549
A,B,3.3648358999999997
C,B,1.4084401000000002
A,C,5.991056400000001
B,C,27.5224131
B,A,27.494034600000003
C,A,1.4065348
A,B,2.9312258
C,B,1.3569695
A,C,5.059107099999999
B,C,26.9528811
B,A,27.9686907
C,A,1.3461173
A,B,3.8071004
C,B,1.490161
A,C,6.515043
B,C,27.6919817
B,A,27.2762068
C,A,1.4108714
A,B,2.7849593999999995
C,B,1.350808
A,C,7.6748065
B,C,28.2341344
B,A,26.9369857
C,A,1.4136756000000001
A,B,3.2470642999999995
C,B,1.4004264
A,C,7.7026348
B,C,27.6966179
B,A,27.5257236
C,A,1.3675283
A,B,4.1056821
C,B,1.4679163
A,C,6.199343
B,C,28.0527813
B,A,27.46937
C,A,1.3815497
A,B,4.1068258
C,B,1.4072472
A,C,6.3709963
B,C,28.3970353
B,A,27.1030451
C,A,1.4144208
A,B,3.329084
C,B,1.4178753000000002
A,C,6.3001612
B,C,28.398757
B,A,27.5698664
C,A,1.4073555
A,B,3.2471381
C,B,1.3473632
A,C,6.652134200000001
B,C,27.977250899999998
B,A,27.4805164
C,A,1.3745681
A,B,3.4301823
C,B,1.4062589
A,C,8.0175662
B,C,27.407937
B,A,27.4425184
C,A,1.3857834999999998
A,B,2.9103988999999997
C,B,1.3366081
A,C,6.725780800000001
B,C,27.372529399999998
B,A,27.3149095
C,A,1.4278806
A,B,3.3763973
C,B,1.3523973
A,C,5.5254488
B,C,28.894426199999998
B,A,29.8377766
C,A,1.3527183
A,B,3.7885183
C,B,1.3541657
A,C,7.006106
B,C,28.2726094
B,A,28.278397899999998
C,A,1.4191644
A,B,3.7412289
C,B,1.3458697
A,C,6.224182099999999
B,C,27.6061611
B,A,27.8902434
C,A,1.3526203
A,B,3.7512433
C,B,1.4050539
A,C,7.5592160999999995
B,C,27.5207869
B,A,29.783129100000004
C,A,1.4144569
A,B,3.3769062000000005
C,B,1.3446059
A,C,7.288004
B,C,28.2028325
B,A,27.3700036
C,A,1.4031508
A,B,2.9705482999999995
C,B,1.3520019
A,C,5.9072223
B,C,27.296983899999997
B,A,27.496458500000003
C,A,1.4390253
A,B,2.9690056
C,B,1.4678748
A,C,6.6557209
B,C,27.013463
B,A,28.2734533
C,A,1.3495066
A,B,3.9894417
C,B,1.6320163
A,C,4.5401208
B,C,27.5801752
B,A,27.6603741
C,A,1.4312937
A,B,3.9073986
C,B,1.3435546
A,C,7.2479164
B,C,27.1734675
B,A,27.3788512
C,A,1.4085025
A,B,3.6968456
C,B,1.3539593
A,C,10.6783985
B,C,27.1595005
B,A,27.6173553
C,A,1.417168
A,B,3.2635865
C,B,1.3597013
A,C,8.0355823
B,C,27.9381568
B,A,26.9286684
C,A,1.3435361000000001
A,B,2.6527687
C,B,1.3468996000000002
A,C,6.4316895
B,C,27.3327276
B,A,28.291574100000005
C,A,1.4007631999999999
A,B,3.9999741
C,B,1.3893665000000002
A,C,7.6537377
B,C,27.4469186
B,A,26.990764000000002
C,A,1.3881861
A,B,4.444664700000001
C,B,1.4091280000000002
A,C,6.133609
B,C,27.344925500000002
B,A,27.4492354
C,A,1.4227034
A,B,4.4325665999999995
C,B,1.4017729
A,C,4.7786200999999995
B,C,29.0826939
B,A,27.5825272
C,A,1.4147306
A,B,4.1142803
C,B,1.4112525
A,C,6.701066
B,C,28.114375800000005
B,A,26.8242461
C,A,1.3351977
A,B,3.6159606
C,B,1.3304901000000002
A,C,7.5983328
B,C,27.391890399999998
B,A,26.9578835
C,A,1.3459066000000002
A,B,3.9816148
C,B,1.4136215
A,C,6.816442299999999
B,C,27.528004600000003
B,A,27.3913062
C,A,1.4016464
A,B,3.2937979
C,B,1.551133
A,C,7.0223335
B,C,27.4126771
B,A,28.551876699999998
C,A,1.3527091
A,B,4.4893607
C,B,1.3583108
A,C,4.9955357000000005
B,C,27.2844665
B,A,27.378339399999998
C,A,1.3628869
A,B,3.7486689
C,B,1.3517125
A,C,6.084218900000001
B,C,27.9035048
B,A,27.1413191
C,A,1.3434289
A,B,2.4795397
C,B,1.4236973
A,C,4.9915525999999995
B,C,28.8660203
B,A,27.3751013
C,A,1.4376693
A,B,3.5415477999999996
C,B,1.3507601999999999
A,C,8.2965638
B,C,27.224992
B,A,28.5891347
C,A,1.3468675
A,B,3.1180565
C,B,1.5575655
A,C,8.65546
B,C,27.4395505
B,A,27.3942337
C,A,1.401173
A,B,3.0969818
C,B,1.4132252
A,C,6.5730685
B,C,27.382078000000003
B,A,27.6999968
C,A,1.3458061
A,B,3.7972605
C,B,1.4783885
A,C,8.1053724
B,C,27.496733600000002
B,A,27.626973600000003
C,A,1.4077283
A,B,3.6818655
C,B,1.3444736
A,C,9.3137106
B,C,27.9695382
B,A,27.7282945
C,A,1.4035312
A,B,3.9334097000000003
C,B,1.4122957
A,C,10.042468199999998
B,C,27.1325111
B,A,27.29058
C,A,1.3559523
A,B,2.7178362
C,B,1.3427809
A,C,7.001675
B,C,27.402805100000002
B,A,28.3203734
C,A,1.3988525
A,B,3.3275641000000005
C,B,1.3457601000000001
A,C,6.8091465
B,C,27.209537899999997
B,A,27.296326
C,A,1.356135
A,B,3.1800408
C,B,1.3442113000000002
A,C,7.810478900000001
B,C,27.5929
B,A,27.1847734
C,A,1.3446991000000001
A,B,3.9169214
C,B,1.4109936
A,C,7.2089365999999995
B,C,28.188005800000003
B,A,27.2946287
C,A,1.4206713
A,B,3.4329004
C,B,1.344763
A,C,5.4245395
B,C,28.0194162
B,A,27.3517631
C,A,1.4012635
A,B,3.2269956
C,B,1.400533
A,C,5.7653745
B,C,27.5993107
B,A,28.088282
C,A,1.4024549
A,B,2.7435516
C,B,1.3444762
A,C,3.5755367
B,C,27.3347674
B,A,28.5867063
C,A,1.3499428999999998
A,B,4.1120823
C,B,1.4159231
A,C,8.927045
B,C,28.0621988
B,A,28.2006621
C,A,1.3546461
A,B,3.9346641000000004
C,B,1.344113
A,C,6.9606792
B,C,31.416432699999998
B,A,28.5096125
C,A,1.3441218000000001
A,B,2.7790673
C,B,1.3428754999999999
A,C,4.2085428
B,C,27.2248436
B,A,27.3619087
C,A,1.3447155000000002
A,B,3.8667352999999998
C,B,1.4151116000000001
A,C,5.6047746
B,C,28.0583391
B,A,28.5614033
C,A,1.4241774999999999
A,B,3.0322753
C,B,1.4036316999999998
A,C,5.830586900000001
B,C,27.8956906
B,A,28.498599300000002
C,A,1.4194494
A,B,14.985555900000001
C,B,1.4068221
A,C,6.929935400000001
B,C,26.9901571
B,A,27.4179596
C,A,1.4067117
A,B,3.0950675
C,B,1.3451065
A,C,6.0567648
B,C,28.4902279
B,A,27.428230100000004
C,A,1.3464556
A,B,3.1822752999999997
C,B,1.4749791
A,C,5.5901065
B,C,28.2177458
B,A,27.250306
C,A,1.4008586
A,B,2.8177751
C,B,1.3453073999999998
A,C,9.4867454
B,C,27.4606588
B,A,27.655064
C,A,1.6002366
A,B,3.4759502
C,B,1.3531845
A,C,5.8481176
B,C,29.201086100000005
B,A,28.2745597
C,A,1.4073835
A,B,3.7940274
C,B,1.344215
A,C,5.481726200000001
B,C,28.4059147
B,A,27.7656478
C,A,1.3452325
A,B,3.8710227999999995
C,B,1.3487973999999998
A,C,5.789129900000001
B,C,28.0419051
B,A,27.4521165
C,A,1.4036971999999999
A,B,2.5279366
C,B,1.3992392
A,C,5.5384513
B,C,27.4296979
B,A,27.2297672
C,A,1.4942559
A,B,3.9738936
C,B,1.4135023000000002
A,C,5.277711099999999
B,C,27.4578212
B,A,27.504447600000002
C,A,2.0427725
A,B,2.9686611
C,B,1.4163615
A,C,5.8921352
B,C,27.3581117
B,A,27.3479609
C,A,1.3467252
A,B,3.0755882999999997
C,B,1.3983553
A,C,5.486693700000001
B,C,29.3682452
B,A,27.8954192
C,A,1.3462154
A,B,4.0667554
C,B,1.4182508
A,C,7.4625012
B,C,27.3018206
B,A,27.4823536
C,A,1.4033679
A,B,2.9310777000000003
C,B,1.3987736
A,C,5.9501704
B,C,27.935621899999997
B,A,27.575061600000005
C,A,1.4003911
A,B,3.5499424
C,B,1.3663159
A,C,6.3973578
B,C,27.7477003
B,A,27.6041952
C,A,1.4114973
A,B,2.9328474
C,B,1.3492771
A,C,9.443440800000001
B,C,27.2996995
B,A,29.3530637
C,A,1.7658317
A,B,4.217492900000001
C,B,1.3573846
A,C,10.6262736
B,C,27.4800202
B,A,29.462919899999996
C,A,1.7076738
A,B,3.4309661
C,B,1.4106431000000001
A,C,5.9893084000000005
B,C,27.4500899
B,A,29.7419549
C,A,1.3442881000000002
A,B,4.027203299999999
C,B,1.3534989
A,C,10.1120066
B,C,27.440769
B,A,28.028581
C,A,1.6603788
A,B,3.3282864
C,B,1.3595874
A,C,11.726897099999999
B,C,29.2969508
B,A,26.915325399999997
C,A,1.3528997
A,B,3.6171056000000004
C,B,1.3612574
A,C,5.314249299999999
B,C,27.8621282
B,A,28.1158011
C,A,1.3282466999999998
A,B,4.6193844
C,B,1.416352
A,C,9.3642338
B,C,27.4917457
B,A,28.3845207
C,A,1.4233339
A,B,3.2415392000000005
C,B,1.3456508999999999
A,C,7.479286699999999
B,C,28.8738727
B,A,27.9342442
C,A,1.4014536
A,B,3.4481141
C,B,1.3540926000000002
A,C,5.347206099999999
B,C,27.5309544
B,A,28.6034575
C,A,1.4132516000000002
A,B,3.7215919
C,B,1.3670597
A,C,4.7741655
B,C,28.077393599999997
B,A,27.2805947
C,A,1.3816545
A,B,2.8047142
C,B,1.4112451000000001
A,C,5.3179773
B,C,26.6816702
B,A,27.7409561
C,A,1.486849
A,B,3.3281883000000003
C,B,1.6272792
A,C,5.2031233
B,C,27.2095212
B,A,29.6870091
C,A,1.3444962999999999
A,B,4.2364835
C,B,1.4995989
A,C,9.3741477
B,C,27.436862400000003
B,A,30.2348305
C,A,1.4668678999999998
A,B,3.7982653
C,B,1.3297867
A,C,8.2397241
B,C,27.3957627
B,A,27.9536166
C,A,1.4001649
A,B,2.8110342
C,B,1.4014574
A,C,6.8967626
B,C,28.3177711
B,A,26.8572027
C,A,1.3958964
A,B,3.4236053999999996
C,B,1.3496286
A,C,5.8498901
B,C,28.047995
B,A,27.1757143
C,A,1.3467016
A,B,4.114358999999999
C,B,1.4713553999999998
A,C,4.8243893
B,C,27.363325
B,A,26.9183572
C,A,1.3570247
A,B,3.6132082999999997
C,B,1.5227316999999998
A,C,6.3246864
B,C,27.5775386
B,A,27.1933378
C,A,1.3872548
A,B,3.5259983
C,B,1.4082736
A,C,10.6204943
B,C,27.8375642
B,A,27.9671038
C,A,1.4236982
A,B,2.8420668
C,B,1.4015543
A,C,7.6411033999999995
B,C,27.3562511
B,A,31.5573181
C,A,1.4016258
A,B,3.5364493
C,B,1.4228089
A,C,4.9349004999999995
B,C,27.6100418
B,A,26.804854
C,A,1.3886116000000002
A,B,4.0378676
C,B,1.3481106
A,C,5.4638316
B,C,26.705088800000002
B,A,27.7879257
C,A,1.4053083999999998
A,B,2.5671119
C,B,1.3888231000000002
A,C,7.365145699999999
B,C,27.6738168
B,A,27.57173
C,A,1.4016408
A,B,3.9398231
C,B,1.4084598999999998
A,C,5.573160700000001
B,C,26.7564315
B,A,27.893604200000002
C,A,1.3462375
A,B,3.7749495000000004
C,B,1.4009483999999999
A,C,4.9307922
B,C,27.6848718
B,A,29.379026899999996
C,A,1.3460081
A,B,2.7761069
C,B,1.3800397
A,C,5.5694121
B,C,27.9956952
B,A,27.345548600000004
C,A,1.3490275
A,B,2.4980974
C,B,1.3461231000000002
A,C,5.4320846
B,C,27.248044699999998
B,A,27.621550399999997
C,A,1.3676641
A,B,3.7861602999999997
C,B,1.4216809
A,C,5.7840253
B,C,27.2203615
B,A,26.8273147
C,A,1.3421882
A,B,3.1330724
C,B,1.4251121999999998
A,C,6.7428443
B,C,27.557579
B,A,27.352732500000002
C,A,1.4134418
A,B,3.6581437999999995
C,B,1.3474727
A,C,5.3266193
B,C,27.2196753
B,A,27.675181
C,A,1.3428261
A,B,2.4322571
C,B,1.4063158000000002
A,C,6.368124
B,C,27.375682
B,A,26.916922200000002
C,A,1.6151021
A,B,3.1347304
C,B,1.3987906
A,C,4.8170714
B,C,27.3705125
B,A,27.1474771
C,A,1.3439059
A,B,4.221682
C,B,1.4077227
A,C,5.0473171
B,C,28.33404
B,A,27.646176399999998
C,A,1.4220877
A,B,3.5326388
C,B,1.3509578000000002
A,C,4.3405676
B,C,26.7046544
B,A,27.2645453
C,A,1.3436341
A,B,3.1580269
C,B,1.4076857
A,C,4.5218836
B,C,26.888812800000004
B,A,27.387768800000003
C,A,1.3526243999999998
A,B,2.9033391
C,B,1.4035559
A,C,4.134978500000001
B,C,27.514697899999998
B,A,27.4160446
C,A,1.3456527
A,B,3.6132864
C,B,1.419608
A,C,5.6535150000000005
B,C,27.0973787
B,A,27.3530066
C,A,1.3997658000000002
A,B,3.262869
C,B,1.3431016000000002
A,C,5.781038
B,C,28.0152563
B,A,27.1405904
C,A,1.352049
A,B,2.8424526
C,B,1.4182417
A,C,5.0848389
B,C,27.1483381
B,A,26.9064202
C,A,1.351093
A,B,2.967873
C,B,1.4023676999999999
A,C,4.865208999999999
B,C,27.642033899999998
B,A,27.4090537
C,A,1.3500178
A,B,3.8988571000000003
C,B,1.4788315
A,C,6.1811712
B,C,27.2604882
B,A,27.5144732
C,A,1.4043447
A,B,3.0928433999999996
C,B,1.327209
A,C,5.6594293
B,C,26.962727500000003
B,A,27.053590399999997
C,A,1.4028003
A,B,3.9230475
C,B,1.4164063999999998
A,C,5.3822288
B,C,27.732537
B,A,27.4575901
C,A,1.4010832
A,B,3.2673582000000003
C,B,1.3987754
A,C,6.1615933
B,C,28.685707300000004
B,A,27.2121589
C,A,1.3572658000000002
A,B,3.6331289
C,B,1.4226562
A,C,4.8132052
B,C,27.6886772
B,A,27.4287607
C,A,1.4780616000000002
A,B,2.9039504
C,B,1.4004652
A,C,5.125732900000001
B,C,27.3581734
B,A,28.075176399999997
C,A,1.4003618
A,B,3.0746621
C,B,1.3990471000000002
A,C,6.2860829
B,C,27.369225099999998
B,A,27.130211699999997
C,A,1.3576458
A,B,2.8651767999999995
C,B,1.3860287
A,C,6.175291099999999
B,C,27.4347766
B,A,27.3560147
C,A,1.4035331
A,B,2.27164
C,B,1.3452713
A,C,6.6898938999999995
B,C,26.8904773
B,A,27.408070199999997
C,A,1.3355643999999998
A,B,3.8072037
C,B,1.3867586
A,C,5.526975599999999
B,C,27.6177303
B,A,27.3719605
C,A,1.4045918
A,B,2.9080079
C,B,1.3480678
A,C,5.0965383
B,C,28.4552653
B,A,27.358970399999997
C,A,1.421697
A,B,2.9073676
C,B,1.3429764
A,C,6.1897572
B,C,27.2240868
B,A,29.983302
C,A,1.4579384
A,B,3.4462005
C,B,1.3336687
A,C,4.636189900000001
B,C,26.8918941
B,A,26.7600631
C,A,1.3427984
A,B,3.8106637
C,B,1.4723004
A,C,4.6441063
B,C,26.9114707
B,A,28.3261456
C,A,1.4715241
A,B,3.3074606
C,B,1.4024311
A,C,5.4756338
B,C,27.830155100000002
B,A,26.7905382
C,A,1.3458197
A,B,3.7260633
C,B,1.4113523000000001
A,C,5.2287324
B,C,27.525023200000003
B,A,27.4305803
C,A,1.3999291
A,B,3.093457
C,B,1.3449402
A,C,5.309406200000001
B,C,26.7481668
B,A,27.5896892
C,A,1.4783418
A,B,3.1620471
C,B,1.4076137
A,C,5.5703328
B,C,27.7448925
