Point1,Point2,PredictedCost
A,B,3.360441
C,B,0.9752415
A,C,6.2178083
B,C,26.50531
B,A,26.432306
C,A,0.9681955
A,B,3.361109
C,B,0.9746908999999999
A,C,6.223252
B,C,26.462013
B,A,26.422733
C,A,0.8436978
A,B,3.370303
C,B,0.98617375
A,C,6.226521400000001
B,C,26.47563
B,A,26.42377
C,A,0.8752331
A,B,3.3788096
C,B,0.9911515
A,C,6.233042500000001
B,C,26.452059999999996
B,A,26.407903
C,A,0.8945957
A,B,3.3789575
C,B,0.9627625
A,C,6.2310956
B,C,26.443172
B,A,26.41219
C,A,0.9044096
A,B,3.3843964
C,B,0.9879723
A,C,6.2415406
B,C,26.436059999999998
B,A,26.438636
C,A,0.814762
A,B,3.3871707000000004
C,B,0.9877831
A,C,6.2403858
B,C,26.461852
B,A,26.425433
C,A,0.9171948
A,B,3.392525
C,B,0.9682089
A,C,6.236612
B,C,26.510027
B,A,26.495635999999998
C,A,0.9074791999999999
A,B,3.3945095
C,B,0.9644024
A,C,6.212723
B,C,26.449198
B,A,26.49815
C,A,0.8768879
A,B,3.3946715
C,B,0.9699076
A,C,6.2348360000000005
B,C,26.479753999999996
B,A,26.490164
C,A,0.91192275
A,B,3.4027237
C,B,0.9926885
A,C,6.2403597
B,C,26.439922999999997
B,A,26.473933000000002
C,A,0.8870468
A,B,3.4017414
C,B,1.1230886
A,C,6.1410286
B,C,26.503807
B,A,26.44663
C,A,0.9085193000000001
A,B,3.429725
C,B,0.9742439
A,C,6.2167959999999995
B,C,26.48827
B,A,26.448113
C,A,0.8785263000000001
A,B,3.391192
C,B,0.9826243
A,C,6.185821
B,C,26.538696999999996
B,A,26.408428000000004
C,A,0.8258164000000001
A,B,3.4101150000000002
C,B,1.0114625
A,C,6.266403
B,C,26.656342
B,A,26.458346999999996
C,A,0.8771449
A,B,3.4059383000000003
C,B,0.9659901
A,C,6.235673
B,C,26.587036
B,A,26.433953999999996
C,A,0.8697964
A,B,3.3855623999999995
C,B,0.9553290999999999
A,C,6.252384
B,C,26.56392
B,A,26.426488
C,A,0.8496329
A,B,3.370518
C,B,1.0069035
A,C,6.254006
B,C,26.55995
B,A,26.43361
C,A,0.7977337
A,B,3.423294
C,B,0.9914912
A,C,6.254989
B,C,26.578492
B,A,26.4903
C,A,0.9116291999999999
A,B,3.4463517
C,B,0.9765729
A,C,6.2447794
B,C,26.493102
B,A,26.50561
C,A,0.7546231
A,B,3.2027792
C,B,0.8390985000000001
A,C,6.1014257
B,C,26.390213
B,A,26.492658
C,A,0.74297413
A,B,3.0044317000000005
C,B,0.8629806000000001
A,C,6.1220903
B,C,26.504725
B,A,26.43044
C,A,0.7956579
A,B,3.2414585
C,B,0.9000421000000001
A,C,6.1279543
B,C,26.490646999999996
B,A,26.416314
C,A,0.7831857
A,B,3.243417
C,B,0.8801624
A,C,6.1291173
B,C,26.488346000000003
B,A,26.427215
C,A,0.7926784
A,B,3.2490015
C,B,0.9118907
A,C,6.1313666
B,C,26.457682000000002
B,A,26.419246
C,A,0.7852033
A,B,3.2607358
C,B,0.9013951
A,C,6.1323322000000005
B,C,26.471496000000002
B,A,26.426341999999998
C,A,0.8092484999999999
A,B,3.2556355
C,B,0.9089886999999999
A,C,6.046549
B,C,26.467443
B,A,26.399397999999998
C,A,0.840237
A,B,3.2656330000000002
C,B,0.8899279
A,C,6.060728
B,C,26.44171
B,A,26.385834999999997
C,A,0.78897625
A,B,3.191145
C,B,0.8301824
A,C,6.080862000000001
B,C,26.42544
B,A,26.372885999999998
C,A,0.8344069
A,B,3.272407
C,B,0.8781201999999999
A,C,6.085116999999999
B,C,26.435803999999997
B,A,26.376644
C,A,0.8641525999999999
A,B,3.2789506
C,B,0.8536771
A,C,6.092027
B,C,26.414703999999997
B,A,26.374924
C,A,0.8008763000000001
A,B,3.303242
C,B,0.822892
A,C,6.0996123
B,C,26.403877
B,A,26.378505999999998
C,A,0.8121572
A,B,3.276129
C,B,0.8439548000000001
A,C,6.103651599999999
B,C,26.412934000000003
B,A,26.374954
C,A,0.8014828
A,B,3.274187
C,B,0.815773
A,C,6.1073713
B,C,26.417226
B,A,26.361167
C,A,0.7750325
A,B,3.2273542
C,B,0.8709825999999999
A,C,6.124943
B,C,26.37893
B,A,26.359224
C,A,0.8211069
A,B,3.23814
C,B,0.8484192
A,C,6.120456
B,C,26.373482
B,A,26.530552
C,A,0.8855388
A,B,3.253034
C,B,0.8865729
A,C,6.139824
B,C,26.378956
B,A,26.531658
C,A,0.76004416
A,B,3.2558914
C,B,0.8730351999999999
A,C,6.1430845000000005
B,C,26.364964
B,A,26.486456
C,A,0.8093387
A,B,3.2752782
C,B,0.9036772
A,C,6.1534695
B,C,26.354765999999998
B,A,26.502258
C,A,0.7883534
A,B,3.161614
C,B,0.9287648
A,C,6.156143
B,C,26.38523
B,A,26.44837
C,A,0.8229062
A,B,3.2902910000000003
C,B,0.930091
A,C,6.15836
B,C,26.378876
B,A,26.440108
C,A,0.8633806999999999
A,B,3.2904602999999994
C,B,0.9107724
A,C,6.1587613
B,C,26.364988
B,A,26.476390000000002
C,A,0.8272275
A,B,3.291487
C,B,0.9143068999999999
A,C,6.163373
B,C,26.374888
B,A,26.476333
C,A,0.804469
A,B,3.2887224
C,B,0.9593129000000001
A,C,6.1642714
B,C,26.39113
B,A,26.458234
C,A,0.8717857
A,B,3.2907818
C,B,0.8957282
A,C,6.1624717
B,C,26.380864000000003
B,A,26.464552
C,A,0.8398369
A,B,3.3303517999999994
C,B,0.9180933000000001
A,C,6.1829068
B,C,26.50242
B,A,26.406103
C,A,0.8534282
A,B,3.3052318
C,B,0.9241529
A,C,6.1642908
B,C,26.454306
B,A,26.396382
C,A,0.8195259
A,B,3.305662
C,B,0.89523345
A,C,6.161438700000001
B,C,26.484090000000002
B,A,26.391146000000003
C,A,0.8834615
A,B,3.3164352
C,B,0.8907579
A,C,6.141147
B,C,26.436076
B,A,26.381323
C,A,0.8251168
A,B,3.3074625
C,B,0.9202465
A,C,6.1590314
B,C,26.4542
B,A,26.385521999999998
C,A,0.7981256
A,B,3.302525
C,B,1.4010675
A,C,6.165809
B,C,26.52293
B,A,26.447707
C,A,0.8388251
A,B,3.3153660000000005
C,B,0.9014465
A,C,6.1984353
B,C,26.50599
B,A,26.403177000000003
C,A,0.9034708
A,B,3.3225432
C,B,0.9325846999999999
A,C,6.242744999999999
B,C,26.459405
B,A,26.371133
C,A,0.84453225
A,B,3.3124335
C,B,0.9015948
A,C,6.1672576
B,C,26.410604
B,A,26.371235
C,A,0.8535378
A,B,3.3084452000000004
C,B,0.9120621
A,C,6.191569599999999
B,C,26.402432
B,A,26.37885
C,A,0.8200668
A,B,3.31199
C,B,0.9267762
A,C,6.1761923
B,C,26.603441999999998
B,A,26.500943
C,A,0.8069284000000001
A,B,3.3587888
C,B,1.0345504
A,C,6.186857
B,C,26.429915
B,A,26.445135
C,A,0.9364620000000001
A,B,3.3366464
C,B,0.9435132
A,C,6.186345200000001
B,C,26.441562
B,A,26.438388
C,A,0.8506738000000001
A,B,3.3380862
C,B,0.9852871
A,C,6.1843682
B,C,26.389802000000003
B,A,26.432437
C,A,0.9078518
A,B,3.3399574
C,B,0.9389035
A,C,6.1817497
B,C,26.466265000000003
B,A,26.400274
C,A,0.8568153
A,B,3.3532657
C,B,0.9094901
A,C,6.303487
B,C,26.40835
B,A,26.380438
C,A,0.8086659
A,B,3.303489
C,B,1.0408594999999998
A,C,6.1949104
B,C,26.448753
B,A,26.375726
C,A,0.74217767
A,B,3.3482384
C,B,0.9520656999999999
A,C,6.197530400000001
B,C,26.393926
B,A,26.478865999999996
C,A,0.9013951
A,B,3.3455037000000005
C,B,0.9971827
A,C,6.197627
B,C,26.411309999999997
B,A,26.479024
C,A,0.8681334999999999
A,B,3.3532042
C,B,0.9627469000000001
A,C,6.090445
B,C,26.411122
B,A,26.412767
C,A,0.8153059
A,B,3.3448093
C,B,0.9281993
A,C,6.1807685
B,C,26.477733
B,A,26.37658
C,A,0.8184701
A,B,3.3248589999999996
C,B,1.0036163
A,C,6.201783
B,C,26.496756
B,A,26.4516
C,A,0.8430734
A,B,3.356308
C,B,0.9518406999999999
A,C,6.197375
B,C,26.440305
B,A,26.4265
C,A,0.8539014
A,B,3.3609367999999993
C,B,0.9627409
A,C,6.1888848
B,C,26.438737
B,A,26.409971999999996
C,A,0.8698030999999999
A,B,3.3588607
C,B,1.0301419
A,C,6.2524125
B,C,26.47304
B,A,26.359370000000002
C,A,0.8360252
A,B,3.3444992999999994
C,B,0.9242117
A,C,6.168573
B,C,26.430577000000003
B,A,26.394403000000004
C,A,0.8769363000000001
A,B,3.3458106
C,B,0.9476118
A,C,6.28966
B,C,26.44121
B,A,26.39116
C,A,0.8549906
A,B,3.323324
C,B,1.0011822
A,C,6.2151
B,C,26.41675
B,A,26.39941
C,A,0.76795965
A,B,3.3253413
C,B,0.8966342
A,C,6.226643
B,C,26.415091999999998
B,A,26.392156
C,A,0.8143052
A,B,3.331513
C,B,0.9479262
A,C,6.155203
B,C,26.386717
B,A,26.33326
C,A,0.77470616
A,B,3.1981774
C,B,0.7816695
A,C,6.017683
B,C,26.391453000000002
B,A,26.321565999999997
C,A,0.7923156
A,B,3.1373553
C,B,0.8076832
A,C,6.0441494
B,C,26.3417
B,A,26.325977
C,A,0.7745713
A,B,3.1218786
C,B,0.7767923000000001
A,C,6.040922599999999
B,C,26.348054
B,A,26.332557
C,A,0.77997744
A,B,3.1172533
C,B,0.73444396
A,C,6.0604237
B,C,26.342398
B,A,26.324153000000003
C,A,0.9601049
A,B,3.1499594
C,B,0.8036524
A,C,6.0468912
B,C,26.372284000000004
B,A,26.320475
C,A,0.8389041
A,B,3.1309046
C,B,0.8227788
A,C,6.0494825
B,C,26.37875
B,A,26.320887
C,A,0.8085585999999999
A,B,3.1344347
C,B,0.8543879
A,C,6.049165
B,C,26.360428
B,A,26.327264000000003
C,A,0.8102043999999999
A,B,3.146561
C,B,0.7986598
A,C,6.0554642
B,C,26.358095000000002
B,A,26.3133
C,A,0.7832088
A,B,3.145062
C,B,0.8559011000000001
A,C,6.0657226
B,C,26.358968
B,A,26.317728
C,A,0.76399595
A,B,3.163762
C,B,0.79003945
A,C,6.0678482
B,C,26.36047
B,A,26.343387
C,A,0.8080065
A,B,3.1763658
C,B,0.85345805
A,C,6.074018799999999
B,C,26.373768
B,A,26.462203
C,A,0.73326975
A,B,3.1964194
C,B,0.919427
A,C,6.095278
B,C,26.538676000000002
B,A,26.371533
C,A,0.7794991
A,B,3.2238908
C,B,0.8629604999999999
A,C,6.0701849999999995
B,C,26.402354
B,A,26.315433000000002
C,A,0.8014232
A,B,3.179777
C,B,0.8304432
A,C,6.0816824
B,C,26.344132000000002
B,A,26.454574
C,A,0.7498972
A,B,3.21295
C,B,0.8252472
A,C,6.0975503
B,C,26.342052000000002
B,A,26.42221
C,A,0.77139437
A,B,3.228444
C,B,0.9400584000000001
A,C,6.112978
B,C,26.33183
B,A,26.382944
C,A,0.8513838
A,B,3.2329448
C,B,0.9001128
A,C,6.0230136
B,C,26.449847
B,A,26.385313
C,A,0.75444058
A,B,3.270003
C,B,0.8689009
A,C,6.109571
B,C,26.444152000000003
B,A,26.336396
C,A,0.7579066
A,B,3.2372348
C,B,0.8635208000000001
A,C,6.0833976
B,C,26.390457
B,A,26.338094
C,A,0.7678494
A,B,3.265139
C,B,0.8416086
A,C,6.088707
B,C,26.374567
B,A,26.336306
C,A,0.76321885
A,B,3.2423865
C,B,0.8355573000000001
A,C,6.0949743
B,C,26.40931
B,A,26.46327
C,A,0.75300783
A,B,3.2367654
C,B,1.0685071
A,C,6.1288875
B,C,26.37635
B,A,26.432937
C,A,0.7446319
A,B,3.250723
C,B,0.9162955
A,C,6.1222535
B,C,26.356944
B,A,26.401263
C,A,0.8190125
A,B,3.2631695
C,B,0.8637659
A,C,6.1232243
B,C,26.34099
B,A,26.32844
C,A,0.8017607
A,B,3.247474
C,B,0.8632682
A,C,6.0776964
B,C,26.35455
B,A,26.328521999999996
C,A,0.73764697
A,B,3.2379616
C,B,0.8653671000000001
A,C,6.1195403
B,C,26.3345
B,A,26.328215000000004
C,A,0.74778795
A,B,3.5055449999999997
C,B,0.91370195
A,C,6.1291101999999995
B,C,26.351056
B,A,26.44874
C,A,0.8458525
A,B,3.2610264
C,B,0.8776307
A,C,6.1305642
B,C,26.364028
B,A,26.461515
C,A,0.9358041
A,B,3.322628
C,B,0.8978918
A,C,6.131033
B,C,26.357222
B,A,26.413292
C,A,0.8042023
A,B,3.271325
C,B,1.0993667
A,C,6.1385445
B,C,26.378771999999998
B,A,26.365817
C,A,0.877285
A,B,3.2960784
C,B,0.8846268
A,C,6.126233999999999
B,C,26.41409
B,A,26.385927000000002
C,A,0.7874295
A,B,3.2936443
C,B,0.8521042999999999
A,C,6.1598375
B,C,26.438796999999997
B,A,26.37687
C,A,0.8501895
A,B,3.2782212
C,B,0.8927554
A,C,6.1303258000000005
B,C,26.369506
B,A,26.37931
C,A,0.7844508000000001
A,B,3.318398
C,B,0.8694828000000001
A,C,6.1243415
B,C,26.446533000000002
B,A,26.374382
C,A,0.76976717
A,B,3.332559
C,B,0.8754045
A,C,6.1193988
B,C,26.411497999999998
B,A,26.3511
C,A,0.8815661
A,B,3.2115936
C,B,0.8761681999999998
A,C,6.1242614
B,C,26.419586
B,A,26.369584
C,A,0.7982753
A,B,3.280456
C,B,0.857874
A,C,6.142527200000001
B,C,26.426864000000002
B,A,26.372677000000003
C,A,0.74650645
A,B,3.2950807
C,B,0.8739457
A,C,6.123673
B,C,26.43957
B,A,26.357836
C,A,0.7679835
A,B,3.3522945
C,B,0.88304505
A,C,6.1562
B,C,26.379835999999997
B,A,26.35423
C,A,0.7912263
A,B,3.3033196000000005
C,B,0.8662671
A,C,6.1472792
B,C,26.450944
B,A,26.359641999999997
C,A,0.77557117
A,B,3.2570295
C,B,0.8743189
A,C,6.1109357
B,C,26.390988
B,A,26.34943
C,A,0.8203864
A,B,3.3004983999999995
C,B,0.8964062
A,C,6.1488196
B,C,26.370475
B,A,26.348287
C,A,0.77898502
A,B,3.3026962999999996
C,B,0.9152985999999999
A,C,6.152801
B,C,26.404145
B,A,26.391536
C,A,0.7850476
A,B,3.299694
C,B,0.8566208
A,C,6.092426000000001
B,C,26.41359
B,A,26.35522
C,A,0.75861067
A,B,3.2833940000000004
C,B,0.8634821
A,C,6.1138578
B,C,26.41415
B,A,26.361293
C,A,0.7626824000000001
A,B,3.2775044
C,B,0.8823261
A,C,6.152185
B,C,26.404738000000002
B,A,26.345253
C,A,0.6909691
A,B,3.309209
C,B,0.9719625
A,C,6.1592996
B,C,26.454684000000004
B,A,26.431945
C,A,0.8528054
A,B,3.310051
C,B,0.9217173
A,C,6.1561123
B,C,26.429278000000004
B,A,26.41281
C,A,0.8290424999999999
A,B,3.3108994
C,B,0.9254566999999999
A,C,6.153486
B,C,26.404518
B,A,26.413396000000002
C,A,0.7675521
A,B,3.163887
C,B,0.9212113999999999
A,C,6.135173
B,C,26.452446
B,A,26.371187
C,A,0.74475706
A,B,3.271907
C,B,0.8932143
A,C,6.169656
B,C,26.465946
B,A,26.355585
C,A,0.7125452
A,B,3.2565652999999997
C,B,0.916744
A,C,6.14
B,C,26.436153000000004
B,A,26.367359999999998
C,A,0.8207962
A,B,3.3273384
C,B,0.9695664
A,C,6.1588064
B,C,26.39985
B,A,26.48384
C,A,0.6239265
A,B,3.0947424
C,B,0.74779317
A,C,6.008136299999999
B,C,26.337594
B,A,26.412427
C,A,0.65103173
A,B,3.1261533
C,B,0.7831216
A,C,6.0278803
B,C,26.555544
B,A,26.360834000000004
C,A,0.7667929
A,B,3.2231167
C,B,0.7975996
A,C,5.9536632
B,C,26.377773
B,A,26.312283
C,A,0.80504045
A,B,3.1504434
C,B,0.7875793
A,C,5.8891416
B,C,26.3442
B,A,26.280594
C,A,0.70385337
A,B,3.0027308
C,B,0.74053854
A,C,6.0252644
B,C,26.306933
B,A,26.456273
C,A,0.6386541
A,B,3.134077
C,B,0.84818825
A,C,6.0327332
B,C,26.296514000000002
B,A,26.461470000000002
C,A,0.6418951
A,B,3.1285457
C,B,0.8149222
A,C,6.0319833
B,C,26.315737
B,A,26.278892
C,A,0.64829886
A,B,3.126832
C,B,0.75784624
A,C,5.940846
B,C,26.300913
B,A,26.422912
C,A,0.75430125
A,B,3.1429112
C,B,0.77362508
A,C,6.072221
B,C,26.299798
B,A,26.443583
C,A,0.63155442
A,B,3.1376317000000005
C,B,0.8323923
A,C,6.042413400000001
B,C,26.318103
B,A,26.465994
C,A,0.66272914
A,B,3.1394124
C,B,0.7736519000000001
A,C,6.0425702
B,C,26.3107
B,A,26.452112
C,A,0.6309472
A,B,3.1519566
C,B,0.7841945
A,C,6.0475297
B,C,26.316762
B,A,26.397640000000003
C,A,0.6722279000000001
A,B,3.1591203
C,B,0.8571908
A,C,6.054394
B,C,26.312098
B,A,26.420063
C,A,0.7223502
A,B,3.156618
C,B,0.7986553
A,C,6.0550347
B,C,26.312359999999998
B,A,26.435864000000002
C,A,0.69494843
A,B,3.1612113
C,B,0.76751336
A,C,6.0514502
B,C,26.279932000000002
B,A,26.276754999999998
C,A,0.68237036
A,B,3.1584315
C,B,0.7605873
A,C,6.0504813
B,C,26.295462
B,A,26.288846000000003
C,A,0.63777715
A,B,3.1549104
C,B,0.7711581999999999
A,C,6.0617484
B,C,26.29453
B,A,26.2802
C,A,0.6739244000000001
A,B,3.1621479999999997
C,B,0.8309767
A,C,6.058085
B,C,26.29745
B,A,26.288003000000003
C,A,0.70432946
A,B,3.1589682999999997
C,B,0.8126274
A,C,6.062166
B,C,26.322
B,A,26.281905
C,A,0.68862364
A,B,3.1749282
C,B,0.7882506
A,C,6.0614664
B,C,26.33639
B,A,26.369736
C,A,0.72044134
A,B,3.2001372000000003
C,B,0.90324655
A,C,6.049528700000001
B,C,26.407465
B,A,26.351643
C,A,0.68743452
A,B,3.1987507
C,B,0.8193187
A,C,6.0710777
B,C,26.49588
B,A,26.315241999999998
C,A,0.77912435
A,B,3.1985197
C,B,0.8125432
A,C,6.0403556
B,C,26.405752000000003
B,A,26.29611
C,A,0.77153817
A,B,3.189993
C,B,0.7896304
A,C,6.063079
B,C,26.372677000000003
B,A,26.283026
C,A,0.7171929
A,B,3.2038882
C,B,0.8062041999999999
A,C,6.0782194
B,C,26.365557
B,A,26.388508
C,A,0.71977377
A,B,3.2069682999999998
C,B,0.8328728
A,C,6.077613700000001
B,C,26.314604
B,A,26.395768
C,A,0.71057975
A,B,3.2221450000000003
C,B,0.8246213
A,C,6.0792133
B,C,26.33738
B,A,26.366585
C,A,0.7506512
A,B,3.213395
C,B,0.8389965
A,C,6.082629
B,C,26.461336
B,A,26.33484
C,A,0.7058352
A,B,3.218332
C,B,0.8197397
A,C,6.069994
B,C,26.435453000000003
B,A,26.311287
C,A,0.73273927
A,B,3.195992
C,B,0.8817479
A,C,6.078692500000001
B,C,26.361167
B,A,26.293233
C,A,0.7057078
A,B,3.1931296000000002
C,B,0.77940375
A,C,6.086041000000001
B,C,26.365053999999997
B,A,26.30549
C,A,0.72918534
A,B,3.2007013
C,B,0.8145623
A,C,6.0843125
B,C,26.355553
B,A,26.30534
C,A,0.67487136
A,B,3.1962167
C,B,0.8175582
A,C,6.082819799999999
B,C,26.389658
B,A,26.29227
C,A,0.73684007
A,B,3.1316876
C,B,0.8546762
A,C,6.0935088
B,C,26.409376
B,A,26.328588
C,A,0.7657066
A,B,3.2251023
C,B,0.8443654
A,C,6.0746897
B,C,26.40132
B,A,26.323223
C,A,0.68162754
A,B,3.1765423999999998
C,B,0.8272134
A,C,6.100562
B,C,26.398477000000003
B,A,26.307404
C,A,0.64555034
A,B,3.2295007
C,B,0.8341864
A,C,6.100683
B,C,26.358234999999997
B,A,26.296972999999998
C,A,0.61856285
A,B,3.2333369999999997
C,B,0.8275591
A,C,6.101712200000001
B,C,26.359487
B,A,26.302618
C,A,0.61719418
A,B,3.2368213
C,B,0.8205622
A,C,6.103318
B,C,26.362896
B,A,26.312113
C,A,0.63981265
A,B,3.239277
C,B,0.8394234
A,C,6.103708
B,C,26.349998
B,A,26.308513
C,A,0.6263897
A,B,3.246495
C,B,0.8449309000000002
A,C,6.1029788
B,C,26.331866
B,A,26.30468
C,A,0.6628357
A,B,3.248647
C,B,0.8387781999999999
A,C,6.1076388
B,C,26.36252
B,A,26.321492
C,A,0.60742497
A,B,3.2511152
C,B,0.821349
A,C,6.1057955
B,C,26.35299
B,A,26.315194
C,A,0.6100923
A,B,3.2489136
C,B,0.8448495999999999
A,C,6.1072215
B,C,26.3618
B,A,26.306593
C,A,0.65464824
A,B,3.2515824
C,B,0.8372030999999999
A,C,6.1270554
B,C,26.355362
B,A,26.317602
C,A,0.61839074
A,B,3.2541066
C,B,0.823909
A,C,6.109474
B,C,26.356295
B,A,26.317947999999998
C,A,0.64380392
A,B,3.28381
C,B,0.8887634
A,C,6.11426
B,C,26.34251
B,A,26.312757
C,A,0.62275752
A,B,3.1844094
C,B,0.843405
A,C,6.1133943
B,C,26.344413
B,A,26.308691999999997
C,A,0.66368207
A,B,3.1857047
C,B,0.8400634
A,C,6.1178204
B,C,26.367295
B,A,26.314795
C,A,0.66805035
A,B,3.184399
C,B,0.8311175
A,C,6.117615
B,C,26.417022999999997
B,A,26.323432
C,A,0.61854273
A,B,3.269185
C,B,0.8344352
A,C,6.1137702
B,C,26.457490000000004
B,A,26.36717
C,A,0.71714073
A,B,3.2566294
C,B,0.835932
A,C,6.09944
B,C,26.37313
B,A,26.362053
C,A,0.7321857
A,B,3.265917
C,B,0.8296713
A,C,6.112847
B,C,26.37217
B,A,26.338008
C,A,0.6999529999999999
A,B,3.2387722
C,B,0.8029229999999999
A,C,6.0643032
B,C,26.387321999999998
B,A,26.322806
C,A,0.7748142
A,B,3.2303214
C,B,0.8082442
A,C,6.0550343
B,C,26.388514
B,A,26.327097
C,A,0.6972708000000001
A,B,3.257186
C,B,0.8070745
A,C,6.0504556
B,C,26.356715
B,A,26.298457
C,A,0.6096944000000001
A,B,3.093706
C,B,0.8006558000000001
A,C,5.9124745
B,C,26.355915999999997
B,A,26.285195
C,A,0.64163804
A,B,3.1010177
C,B,0.7641062
A,C,5.9111524
B,C,26.378690000000002
B,A,26.272534999999998
C,A,0.62963143
A,B,3.1051956
C,B,0.7254459
A,C,5.9284527
B,C,26.351467
B,A,26.269728
C,A,0.63709468
A,B,3.1075127
C,B,0.6534785
A,C,5.944825
B,C,26.326346
B,A,26.27165
C,A,0.63043237
A,B,3.109594
C,B,0.65975487
A,C,5.950817
B,C,26.3235
B,A,26.257109999999997
C,A,0.6492637
A,B,3.110155
C,B,0.66621453
A,C,5.957281
B,C,26.337134999999996
B,A,26.250416
C,A,0.61347187
A,B,3.1042997
C,B,0.6849453000000001
A,C,5.9695035
B,C,26.333725
B,A,26.38358
C,A,0.58558285
A,B,3.0995358
C,B,0.70480183
A,C,5.9963576
B,C,26.26332
B,A,26.358290000000004
C,A,0.61551705
A,B,3.1002998
C,B,0.70899576
A,C,6.0035877
B,C,26.256087
B,A,26.37518
C,A,0.62061027
A,B,3.104718
C,B,0.7898554
A,C,6.0021598
B,C,26.265946000000003
B,A,26.380067999999998
C,A,0.5903676
A,B,3.106153
C,B,0.71934387
A,C,6.008967
B,C,26.27782
B,A,26.349348
C,A,0.6498441
A,B,3.1172782
C,B,0.7523887
A,C,5.901439
B,C,26.27434
B,A,26.346123
C,A,0.6318286
A,B,3.1221297
C,B,0.76926425
A,C,6.034209
B,C,26.40431
B,A,26.32693
C,A,0.62153935
A,B,3.128043
C,B,0.75454414
A,C,6.01505
B,C,26.400935999999998
B,A,26.326323
C,A,0.6190762
A,B,3.1308867
C,B,0.77245235
A,C,6.017501
B,C,26.405388
B,A,26.304755
C,A,0.6727062
A,B,3.1341214
C,B,0.7587813
A,C,6.0177557
B,C,26.412647999999997
B,A,26.2802
C,A,0.6276615
A,B,3.1378448
C,B,0.73438585
A,C,6.0114853
B,C,26.349282
B,A,26.28318
C,A,0.63506663
A,B,3.1336833
C,B,0.76979697
A,C,5.989179
B,C,26.343644
B,A,26.273453
C,A,0.6702043
A,B,3.139664
C,B,0.74675158
A,C,5.9895646
B,C,26.352047999999996
B,A,26.28327
C,A,0.6346695
A,B,3.141414
C,B,0.76015964
A,C,6.0131215
B,C,26.383746
B,A,26.28311
C,A,0.63186213
A,B,3.138318
C,B,0.77122897
A,C,5.9992827
B,C,26.352172999999997
B,A,26.2788
C,A,0.6400354
A,B,3.1416997
C,B,0.7368326
A,C,5.952193
B,C,26.319784
B,A,26.273394
C,A,0.66154897
A,B,3.1452823
C,B,0.9068392
A,C,6.0166260000000005
B,C,26.34222
B,A,26.283097
C,A,0.65368414
A,B,3.1523157
C,B,0.7914335
A,C,5.9432276
B,C,26.20865
B,A,26.283932
C,A,0.6252669
A,B,3.1515952
C,B,0.75994283
A,C,6.0181834
B,C,26.34625
B,A,26.265824
C,A,0.66129863
A,B,3.1462118
C,B,0.73855966
A,C,6.0143165000000005
B,C,26.337594
B,A,26.252679999999998
C,A,0.6101042
A,B,3.1510778
C,B,0.7546208999999999
A,C,6.036046
B,C,26.356244
B,A,26.334846000000002
C,A,0.6277323
A,B,3.1604767000000002
C,B,0.7515289
A,C,6.0356315
B,C,26.299503
B,A,26.371437
C,A,0.63184053
A,B,3.1592029999999998
C,B,0.77164993
A,C,6.040951000000001
B,C,26.29407
B,A,26.368243
C,A,0.68418905
A,B,3.166002
C,B,0.7975236
A,C,6.0420245
B,C,26.366806
B,A,26.337528000000002
C,A,0.65329075
A,B,3.1667903
C,B,0.7780649
A,C,6.039778
B,C,26.311797
B,A,26.325470000000003
C,A,0.70657656
A,B,3.1687535
C,B,0.7522583
A,C,6.0384944
B,C,26.364708
B,A,26.306802
C,A,0.68468675
A,B,3.172685
C,B,0.77190697
A,C,6.037648
B,C,26.391006
B,A,26.307022999999997
C,A,0.64688027
A,B,3.1704724
C,B,0.77686533
A,C,6.0366996
B,C,26.429302000000003
B,A,26.278985
C,A,0.6201647
A,B,3.1582225
C,B,0.76973364
A,C,5.8590032
B,C,26.44397
B,A,26.32087
C,A,0.6827958
A,B,3.1825107
C,B,0.7932983
A,C,6.0230486
B,C,26.419008
B,A,26.261066999999997
C,A,0.5810991
A,B,3.13337
C,B,0.7505946
A,C,6.040724
B,C,26.31513
B,A,26.266872999999997
C,A,0.69662333
A,B,3.191851
C,B,0.7903069
A,C,6.054651
B,C,26.382262
B,A,26.338983000000002
C,A,0.64575598
A,B,3.1521462000000002
C,B,0.7619284
A,C,6.038101
B,C,26.418033
B,A,26.296097
C,A,0.6566003
A,B,3.1776886
C,B,0.7797271
A,C,6.0251355
B,C,26.479113
B,A,26.280015999999996
C,A,0.6165892
A,B,3.1499192
C,B,0.7855482
A,C,6.062144
B,C,26.523513
B,A,26.305740000000004
C,A,0.69044903
A,B,3.193246
C,B,0.77583194
A,C,6.039068
B,C,26.66787
B,A,26.276134999999996
C,A,0.55885017
A,B,3.2061283
C,B,0.7955939
A,C,6.0674176
B,C,26.46758
B,A,26.328588
C,A,0.68350285
A,B,3.2029957
C,B,0.7895254
A,C,6.0509205
B,C,26.365024
B,A,26.324242
C,A,0.66088587
A,B,3.2197528
C,B,0.768324
A,C,6.0445543
B,C,26.33602
B,A,26.307434000000004
C,A,0.64917654
A,B,3.1958714
C,B,0.79431385
A,C,6.1220154
B,C,26.357114000000003
B,A,26.298641999999997
C,A,0.689245
A,B,3.2289058
C,B,0.75014383
A,C,6.019321
B,C,26.372265999999996
B,A,26.288313
C,A,0.6320052
A,B,3.161791
C,B,0.7493101
A,C,6.079753500000001
