Point1,Point2,PredictedCost
C,A,1.6146123
A,B,4.109779
C,B,1.7590784
A,C,7.128763
B,C,27.362996000000003
B,A,27.028072
C,A,1.6438305
A,B,4.0845264
C,B,1.7563507
A,C,7.119739
B,C,27.278978000000002
B,A,27.058905
C,A,1.6308106000000002
A,B,4.111305000000001
C,B,1.7660081000000003
A,C,7.136404
B,C,27.37534
B,A,27.047634000000002
C,A,1.6457453000000002
A,B,4.103182
C,B,1.7938517
A,C,7.14961
B,C,27.33876
B,A,27.03513
C,A,1.62687
A,B,4.058254
C,B,1.7290398
A,C,7.137878
B,C,27.274555
B,A,27.05685
C,A,1.5788018999999998
A,B,4.127219
C,B,1.7431624
A,C,7.158208999999999
B,C,27.360594
B,A,27.041321999999997
C,A,1.6447044999999998
A,B,4.1026596
C,B,1.7471223999999999
A,C,7.128419
B,C,27.425584
B,A,27.066308000000003
C,A,1.6227639999999999
A,B,4.1057654
C,B,1.7574444
A,C,7.1485970000000005
B,C,27.365527
B,A,27.033868
C,A,1.6207777
A,B,4.097994
C,B,1.7583452000000002
A,C,7.135959
B,C,27.383626
B,A,27.059984
C,A,1.6853504000000001
A,B,4.1359488
C,B,1.744803
A,C,7.312213
B,C,27.42956
B,A,27.076527000000002
C,A,1.5739053
A,B,4.0419072
C,B,1.7902844
A,C,7.171923
B,C,27.328643
B,A,27.075088
C,A,1.661507
A,B,4.1417465
C,B,1.7677918
A,C,7.154482000000001
B,C,27.38514
B,A,27.039725
C,A,1.6908936
A,B,4.1189536
C,B,1.7573535
A,C,7.135084
B,C,27.39976
B,A,27.102476
C,A,1.5520364
A,B,4.1572116
C,B,1.8194675
A,C,7.1575336
B,C,27.324736
B,A,27.077603000000003
C,A,1.6587585
A,B,4.1448705
C,B,1.7746076000000002
A,C,7.1579084
B,C,27.363175
B,A,27.058595
C,A,1.6716630000000001
A,B,4.1985616
C,B,1.7718375
A,C,7.1491025
B,C,27.32014
B,A,27.062488
C,A,1.6605042
A,B,4.1485906
C,B,1.7408169999999998
A,C,7.1497805
B,C,27.32131
B,A,27.062726
C,A,1.6760907999999999
A,B,4.1571587
C,B,1.7686628
A,C,7.134275
B,C,27.272546000000002
B,A,27.068215999999996
C,A,1.652693
A,B,3.956943
C,B,1.7174877
A,C,7.188249400000001
B,C,27.262115
B,A,27.09039
C,A,1.6047575
A,B,4.0878754
C,B,1.724603
A,C,7.18279
B,C,27.23109
B,A,27.0791
C,A,1.6437188
A,B,4.0908944
C,B,1.7328955000000001
A,C,6.9981919999999995
B,C,27.116521999999996
B,A,26.925590000000003
C,A,1.5767276
A,B,3.9432347
C,B,1.566165
A,C,6.9484726
B,C,27.124965000000003
B,A,26.934552000000004
C,A,1.560799
A,B,3.972386
C,B,1.5260756000000002
A,C,6.95917
B,C,27.12865
B,A,26.924127000000002
C,A,1.5907206
A,B,3.9539352
C,B,1.6673595
A,C,6.9485339999999995
B,C,27.099109999999996
B,A,26.92626
C,A,1.5772343
A,B,3.9568216
C,B,1.6642801
A,C,6.948612
B,C,27.116758
B,A,26.906174
C,A,1.5922867
A,B,3.959544
C,B,1.6456634
A,C,6.953764
B,C,27.123928
B,A,26.9346
C,A,1.5545599
A,B,3.9589535
C,B,1.6727626
A,C,6.9579960000000005
B,C,27.125776
B,A,26.939023
C,A,1.535289
A,B,3.97736
C,B,1.6842179
A,C,6.960022
B,C,27.130014
B,A,26.941640000000003
C,A,1.5487991
A,B,3.9626114
C,B,1.6868725
A,C,6.9668755
B,C,27.145204
B,A,26.940965999999996
C,A,1.5742071000000002
A,B,3.9706066
C,B,1.6906202000000001
A,C,6.967138
B,C,27.183825
B,A,26.936071999999996
C,A,1.6221747
A,B,3.9640747
C,B,1.6027063
A,C,7.002175
B,C,27.230721999999997
B,A,27.005082
C,A,1.5757762
A,B,3.995932
C,B,1.6850807
A,C,7.0299864
B,C,27.268833
B,A,26.964223
C,A,1.5595011
A,B,4.0072132
C,B,1.7228372
A,C,7.0379320000000005
B,C,27.23901
B,A,26.948538
C,A,1.5667826
A,B,3.9889403
C,B,1.690302
A,C,7.037542999999999
B,C,27.194822
B,A,26.943534999999997
C,A,1.682894
A,B,3.9863013
C,B,1.660832
A,C,6.993769
B,C,27.225977
B,A,27.004224
C,A,1.5610694999999999
A,B,3.9961559999999996
C,B,1.6905352
A,C,7.037917500000001
B,C,27.14635
B,A,26.983762
C,A,1.6422033
A,B,4.0040568
C,B,1.6715883999999999
A,C,7.04472
B,C,27.172264
B,A,26.999536
C,A,1.5810043
A,B,4.001285500000001
C,B,1.7008081
A,C,7.045722
B,C,27.132463
B,A,26.986829999999998
C,A,1.664877
A,B,4.007504
C,B,1.7028108
A,C,7.051329
B,C,27.167475
B,A,26.994944
C,A,1.6447209
A,B,4.0380098
C,B,1.7129034
A,C,7.0501104
B,C,27.1955
B,A,26.97805
C,A,1.644636
A,B,4.0132646
C,B,1.7294034
A,C,7.0565686
B,C,27.186142999999998
B,A,26.976478
C,A,1.6038232
A,B,4.007016
C,B,1.7037496
A,C,7.054651
B,C,27.323311999999998
B,A,27.007753000000005
C,A,1.6377716999999998
A,B,4.0225837
C,B,1.7447381999999998
A,C,7.059951
B,C,27.291423
B,A,26.98121
C,A,1.5808761
A,B,4.021646499999999
C,B,1.7415069
A,C,7.063488
B,C,27.18557
B,A,26.983023
C,A,1.6168512
A,B,4.001364499999999
C,B,1.6948193
A,C,7.0474476
B,C,27.279568
B,A,26.995432
C,A,1.5855663
A,B,4.052653
C,B,1.6884743999999998
A,C,7.0688225000000005
B,C,27.284540000000003
B,A,26.967046000000003
C,A,1.6215056
A,B,4.02935
C,B,1.7054683999999998
A,C,7.057533
B,C,27.217203
B,A,26.981145
C,A,1.5598357
A,B,3.9875325
C,B,1.6629077
A,C,7.072184
B,C,27.287447
B,A,27.00696
C,A,1.7295234
A,B,4.0470455
C,B,1.7740086
A,C,7.079534
B,C,27.313048
B,A,26.967108000000003
C,A,1.6565314999999998
A,B,3.9991586999999997
C,B,1.723414
A,C,7.0732094
B,C,27.320861999999998
B,A,26.993358
C,A,1.6052693
A,B,4.042852
C,B,1.7317474
A,C,7.0744395
B,C,27.197373
B,A,26.98148
C,A,1.6228609
A,B,4.0185865
C,B,1.7339586999999999
A,C,7.076941
B,C,27.166665
B,A,26.983428
C,A,1.6199954
A,B,4.018508
C,B,1.7053194
A,C,7.080077
B,C,27.130616
B,A,27.004576
C,A,1.6717568
A,B,4.023098600000001
C,B,1.6780868000000002
A,C,7.059606
B,C,27.189797
B,A,26.99824
C,A,1.586926
A,B,4.024504
C,B,1.8185421999999998
A,C,7.064226
B,C,27.186728000000002
B,A,27.002275
C,A,1.5793756
A,B,4.0291257
C,B,1.730004
A,C,7.066774
B,C,27.200003999999996
B,A,27.00677
C,A,1.6423538
A,B,4.039982
C,B,1.6996965
A,C,7.072363
B,C,27.204241999999997
B,A,26.991758
C,A,1.6364127
A,B,4.0443104
C,B,1.7084464
A,C,7.078435000000001
B,C,27.181655
B,A,27.005732000000002
C,A,1.7161101000000003
A,B,4.075867700000001
C,B,1.7293498
A,C,7.080265
B,C,27.213079999999998
B,A,27.01983
C,A,1.6181424
A,B,4.0840175
C,B,1.7898403000000003
A,C,7.082624000000001
B,C,27.245866999999997
B,A,27.008504
C,A,1.6872197
A,B,4.0694468
C,B,1.7676085
A,C,7.099958
B,C,27.234371999999997
B,A,27.022484
C,A,1.580698
A,B,4.058050700000001
C,B,1.7591029999999999
A,C,7.082593400000001
B,C,27.208006
B,A,27.00986
C,A,1.6051382
A,B,4.0633387999999995
C,B,1.7451636000000001
A,C,7.083197999999999
B,C,27.198404
B,A,27.009207
C,A,1.5771613000000002
A,B,4.0557865
C,B,1.7058775
A,C,7.082466
B,C,27.22848
B,A,27.020471999999998
C,A,1.6293883
A,B,4.0615163999999995
C,B,1.7281799999999998
A,C,7.091647
B,C,27.23465
B,A,27.01959
C,A,1.615902
A,B,4.065023
C,B,1.7515763999999998
A,C,7.1006246
B,C,27.192545
B,A,27.0032
C,A,1.5980087
A,B,4.0650584
C,B,1.7227404
A,C,7.089243
B,C,27.204877000000003
B,A,27.015947999999998
C,A,1.5947930000000001
A,B,4.070089
C,B,1.7852439999999998
A,C,7.0879966
B,C,27.27669
B,A,27.021778
C,A,1.6305834
A,B,4.068908
C,B,1.7107569
A,C,7.092712
B,C,27.285188
B,A,27.030712
C,A,1.5662148999999999
A,B,4.0513642
C,B,1.6992413
A,C,7.109053
B,C,27.234757000000002
B,A,27.02828
C,A,1.632522
A,B,4.0284224
C,B,1.6743183
A,C,7.1244046
B,C,27.257054999999998
B,A,27.03932
C,A,1.5722387
A,B,4.014694
C,B,1.6646436999999998
A,C,7.129668
B,C,27.226102
B,A,27.060103
C,A,1.6560748
A,B,4.0133867
C,B,1.7415247999999999
A,C,7.1301796
B,C,27.209878000000003
B,A,27.069205
C,A,1.5377276000000002
A,B,3.9965734
C,B,1.7457724
A,C,7.130806
B,C,27.25225
B,A,27.098638
C,A,1.4468193
A,B,3.8700946000000003
C,B,1.5660703
A,C,6.930973
B,C,27.094328000000004
B,A,26.951152
C,A,1.4771290000000001
A,B,3.881336
C,B,1.5760763999999998
A,C,6.944267
B,C,27.115995
B,A,26.888108000000003
C,A,1.5515216
A,B,3.900633
C,B,1.9613802
A,C,7.0727244
B,C,27.140054
B,A,26.886517
C,A,1.5427053
A,B,3.9583962
C,B,1.5697546
A,C,6.954096000000001
B,C,27.26053
B,A,26.89705
C,A,1.4976978
A,B,3.895182
C,B,1.5447989
A,C,6.929022
B,C,27.217662
B,A,26.927853
C,A,1.5190609
A,B,3.913168
C,B,1.8972613
A,C,6.958446
B,C,27.273062
B,A,26.9684
C,A,1.4895946000000002
A,B,3.9167672
C,B,1.6613886
A,C,6.9795184
B,C,27.25865
B,A,26.90856
C,A,1.5335567
A,B,3.9508604
C,B,1.6159251000000001
A,C,6.982081
B,C,27.162224
B,A,26.897934000000003
C,A,1.5656158000000002
A,B,4.2840824
C,B,1.5829138
A,C,6.979404400000001
B,C,27.153742
B,A,26.953053000000004
C,A,1.4941514
A,B,3.9560943999999996
C,B,1.6594
A,C,6.9872
B,C,27.23382
B,A,26.916462
C,A,1.5435226
A,B,3.9309315000000002
C,B,1.647275
A,C,6.996422999999999
B,C,27.191657
B,A,26.90456
C,A,1.4931276000000002
A,B,3.9348356
C,B,1.6302302
A,C,6.988907
B,C,27.081102
B,A,26.967316999999998
C,A,1.536835
A,B,3.94615
C,B,1.6818516
A,C,6.996500500000001
B,C,27.143985
B,A,26.949853000000004
C,A,1.5656501
A,B,3.9441593
C,B,1.6938098
A,C,7.0119336
B,C,27.10299
B,A,26.949328
C,A,1.5733227
A,B,3.9789885000000003
C,B,1.633256
A,C,7.002185000000001
B,C,27.123496
B,A,26.958358
C,A,1.6856909
A,B,3.9642707
C,B,1.6967393
A,C,7.0049
B,C,27.208809999999996
B,A,26.918277
C,A,1.5356675
A,B,3.9647892
C,B,1.6920194
A,C,7.0003465
B,C,27.21979
B,A,26.917598
C,A,1.52505115
A,B,3.9211534
C,B,1.6192138
A,C,7.003286
B,C,27.138186
B,A,26.919624
C,A,1.5428729
A,B,3.9206285000000003
C,B,1.6078457
A,C,7.001986
B,C,27.087528000000002
B,A,26.937944
C,A,1.5242882
A,B,3.9178994
C,B,1.6691759999999998
A,C,7.0042625
B,C,27.090377
B,A,26.920146000000003
C,A,1.4945045
A,B,3.9275349999999998
C,B,1.6146176
A,C,7.006751
B,C,27.107945
B,A,26.94022
C,A,1.5215419
A,B,3.9339885000000003
C,B,1.6545713
A,C,7.00719
B,C,27.102815999999997
B,A,26.935714
C,A,1.5341371
A,B,3.9212644
C,B,1.6370267
A,C,7.0157066
B,C,27.067953000000003
B,A,26.958640000000003
C,A,1.5918784
A,B,5.8384724
C,B,1.6925164000000001
A,C,7.022283
B,C,27.13141
B,A,26.96323
C,A,1.6010702
A,B,4.0146396
C,B,1.6787976000000002
A,C,7.0248395
B,C,27.138603000000003
B,A,26.977605
C,A,1.5386149
A,B,4.014297
C,B,1.7063223
A,C,7.026712
B,C,27.163994
B,A,26.98213
C,A,1.53289735
A,B,4.0066496
C,B,1.6856037
A,C,7.026306
B,C,27.117908
B,A,26.978725
C,A,1.53206065
A,B,3.9745383
C,B,1.6576648
A,C,7.030948
B,C,27.165234
B,A,26.966023
C,A,1.5709423
A,B,4.0015332
C,B,1.7073855
A,C,7.033483
B,C,27.157056
B,A,26.982749
C,A,1.6234978999999998
A,B,3.996408
C,B,1.6790226
A,C,7.032795
B,C,27.148120000000002
B,A,26.964405
C,A,1.6534634
A,B,3.9968185
C,B,1.7092377
A,C,7.037282
B,C,27.139938
B,A,26.971787
C,A,1.536914
A,B,4.0051676
C,B,1.6412392
A,C,7.035009599999999
B,C,27.144557
B,A,26.997113
C,A,1.5585393
A,B,4.0055167
C,B,1.6898327
A,C,7.040799
B,C,27.171218
B,A,26.98797
C,A,1.5872403999999998
A,B,3.9622589999999995
C,B,1.6883098
A,C,7.065057
B,C,27.215915999999996
B,A,26.966673
C,A,1.5667826
A,B,3.993039
C,B,1.7182857
A,C,7.030761999999999
B,C,27.187383
B,A,26.966962
C,A,1.5577428
A,B,3.9886698
C,B,1.6561583
A,C,7.025202
B,C,27.155733
B,A,26.959378000000005
C,A,1.5712336
A,B,3.9864674
C,B,1.6630194999999999
A,C,7.0420586
B,C,27.264768
B,A,26.991147
C,A,1.5469722
A,B,3.951146
C,B,1.6186625
A,C,7.0534036
B,C,27.212685
B,A,26.992165999999997
C,A,1.5172668
A,B,3.9219163
C,B,1.6755208
A,C,7.067951
B,C,27.180302
B,A,26.993066
C,A,1.5188932
A,B,4.031074
C,B,1.7187595000000002
A,C,7.058192999999999
B,C,27.151215000000004
B,A,26.991576
C,A,1.5435047
A,B,4.0223148
C,B,1.7145492
A,C,7.05104
B,C,27.225894
B,A,26.973945
C,A,1.5929423
A,B,4.0255297
C,B,1.6853206
A,C,7.050893
B,C,27.275
B,A,26.994509000000004
C,A,1.5424207
A,B,4.014259
C,B,1.735884
A,C,7.049104600000001
B,C,27.172738
B,A,26.975256
C,A,1.5761688
A,B,4.0054716
C,B,1.6381957
A,C,7.031244
B,C,27.201438
B,A,26.988542
C,A,1.5572131
A,B,4.0007226000000005
C,B,1.6642518
A,C,7.074229400000001
B,C,27.1928
B,A,26.986155
C,A,1.5045464
A,B,3.9663855000000003
C,B,1.6352996
A,C,7.072803
B,C,27.289414
B,A,27.002013
C,A,1.4965445
A,B,3.9392494
C,B,1.7186731
A,C,7.074185000000001
B,C,27.22649
B,A,27.038825
C,A,1.4533989
A,B,4.057349
C,B,1.7033689
A,C,7.075105000000001
B,C,27.234977
B,A,27.00983
C,A,1.5485629
A,B,4.0364705
C,B,1.676637
A,C,7.060985
B,C,27.37574
B,A,27.00923
C,A,1.54259205
A,B,4.03625
C,B,1.674927
A,C,7.0419766
B,C,27.210832
B,A,27.006870000000003
C,A,1.5343808
A,B,4.0064365
C,B,1.6213983
A,C,7.0439175
B,C,27.256709999999998
B,A,26.990664000000002
C,A,1.5255183
A,B,3.9925866
C,B,1.6129635
A,C,6.9445570000000005
B,C,27.1545
B,A,26.867147999999997
C,A,1.4381774
A,B,3.827522
C,B,1.5399501
A,C,6.8959600000000005
B,C,27.220583
B,A,26.880455
C,A,1.5062608
A,B,3.842374
C,B,1.582317
A,C,6.9306925
B,C,27.091485
B,A,26.861137
C,A,1.4997736
A,B,3.831124
C,B,1.5694454
A,C,6.9307916
B,C,27.05865
B,A,26.8575
C,A,1.51167065
A,B,3.8618334
C,B,1.6154601999999998
A,C,6.8700686
B,C,27.06587
B,A,26.861528000000003
C,A,1.4665834999999998
A,B,3.8463634
C,B,1.7377913
A,C,6.8789996
B,C,27.06027
B,A,26.868418
C,A,1.4898226
A,B,3.8459085
C,B,1.574912
A,C,6.8804815
B,C,27.07646
B,A,26.868057
C,A,1.4842622
A,B,3.8546324
C,B,1.5732579
A,C,6.881532000000001
B,C,27.065107
B,A,26.873595
C,A,1.4571279
A,B,3.8622282
C,B,1.5800028999999998
A,C,6.827391
B,C,27.054304
B,A,26.869237
C,A,1.5349194
A,B,3.8531788000000002
C,B,1.5578732
A,C,6.896654
B,C,27.055532
B,A,26.889145000000003
C,A,1.4524408000000002
A,B,3.853447
C,B,1.6051158
A,C,6.905432000000001
B,C,27.078724
B,A,26.866692
C,A,1.5356973
A,B,3.85518
C,B,1.56186
A,C,6.899293
B,C,27.07777
B,A,26.88746
C,A,1.4436811
A,B,3.8641613
C,B,1.5837013999999998
A,C,6.9023794999999994
B,C,27.079532
B,A,26.8819
C,A,1.4617331
A,B,3.8848656999999998
C,B,1.56118125
A,C,6.9313705
B,C,27.08965
B,A,26.892020000000002
C,A,1.4471613
A,B,3.8699538
C,B,1.6253754
A,C,6.938164
B,C,27.092397
B,A,26.892868
C,A,1.475165
A,B,3.8958102
C,B,1.5931875
A,C,6.941344
B,C,27.0975
B,A,26.88856
C,A,1.6093053
A,B,3.777521
C,B,1.575686
A,C,6.9391005
B,C,27.06465
B,A,26.888573
C,A,1.4539868
A,B,3.8777567000000004
C,B,1.564417
A,C,6.942135
B,C,27.094746
B,A,26.902378000000002
C,A,1.4878623
A,B,3.883352
C,B,1.7076485000000001
A,C,6.948011999999999
B,C,27.085525
B,A,26.891672999999997
C,A,1.5387341
A,B,3.8814858
C,B,1.591853
A,C,6.944357
B,C,27.115417
B,A,26.8888
C,A,1.5925676000000002
A,B,3.8892906000000003
C,B,1.5881047
A,C,6.948466
B,C,27.110003999999996
B,A,26.901183000000003
C,A,1.4779612
A,B,3.9162885
C,B,1.5610173
A,C,6.9490455
B,C,27.123475
B,A,26.8977
C,A,1.4625556999999998
A,B,3.8920656
C,B,1.5812233
A,C,6.943796
B,C,27.061474
B,A,26.900783
C,A,1.4650836999999999
A,B,3.8753677000000004
C,B,1.5554756
A,C,6.945896
B,C,27.093327
B,A,26.901317
C,A,1.4778897
A,B,3.8830437
C,B,1.5798703
A,C,6.887283999999999
B,C,27.099195
B,A,26.909345
C,A,1.4594704
A,B,3.8144022000000004
C,B,1.660408
A,C,6.963364
B,C,27.100527
B,A,26.937094
C,A,1.4816076
A,B,3.9191358
C,B,1.5665688
A,C,7.041782
B,C,27.115947
B,A,26.908153
C,A,1.5153348
A,B,3.9368704
C,B,1.5985355
A,C,6.963698599999999
B,C,27.125954999999998
B,A,26.9049
C,A,1.5154019
A,B,3.8924932
C,B,1.5600249
A,C,6.964756
B,C,27.159327
B,A,26.912153000000004
C,A,1.4853194
A,B,3.846325
C,B,1.5760459
A,C,6.973773
B,C,27.099276
B,A,26.927936
C,A,1.4407039
A,B,3.857882
C,B,1.5880503
A,C,6.978279
B,C,27.152163
B,A,26.935968
C,A,1.4093563
A,B,3.8521349999999996
C,B,1.5884943
A,C,6.982288
B,C,27.160037
B,A,26.94121
C,A,1.4388911
A,B,3.9454065
C,B,1.5732556999999998
A,C,6.984297
B,C,27.143818
B,A,26.92608
C,A,1.5191168
A,B,3.9402205
C,B,1.610452
A,C,6.9785
B,C,27.179855
B,A,26.92606
C,A,1.4997341
A,B,3.92844
C,B,1.6226657
A,C,6.960509
B,C,27.13549
B,A,26.928946
C,A,1.460588
A,B,3.9041580000000002
C,B,1.5601501
A,C,6.9505066
B,C,27.133646999999996
B,A,26.935214
C,A,1.4493458
A,B,3.880878
C,B,1.5585855
A,C,6.990512
B,C,27.15387
B,A,26.927876
C,A,1.46366805
A,B,3.884353
C,B,1.5923925
A,C,6.995827
B,C,27.198133
B,A,26.951557
C,A,1.4199831
A,B,3.8567305
C,B,1.6058996
A,C,6.999181
B,C,27.204913
B,A,26.981222999999996
C,A,1.5299737
A,B,3.9634906
C,B,1.605054
A,C,6.994326
B,C,27.24502
B,A,26.94584
C,A,1.4972083
A,B,3.9268177000000004
C,B,1.611574
A,C,6.9852516
B,C,27.233696
B,A,26.955026
C,A,1.491034
A,B,3.951371
C,B,1.6032934
A,C,6.979096000000001
B,C,27.19502
B,A,26.94608
C,A,1.4775008
A,B,3.9665117999999997
C,B,1.588232
A,C,6.983954
B,C,27.20536
B,A,26.943028
C,A,1.51384175
A,B,3.9555468
C,B,1.6041279
A,C,6.995286999999999
B,C,27.17525
B,A,26.953954
C,A,1.5594691
A,B,3.9561845
C,B,1.6112722
A,C,6.9928356
B,C,27.177971999999997
B,A,26.959878000000003
C,A,1.5024520000000001
A,B,3.9630212
C,B,1.6616366999999999
A,C,6.997883
B,C,27.197528000000002
B,A,26.96864
C,A,1.4856555
A,B,3.9711513
C,B,1.6280957
A,C,6.9994174
B,C,27.171755
B,A,26.960915
C,A,1.5071139
A,B,3.9765507
C,B,1.6091383999999997
A,C,7.004142999999999
B,C,27.169645000000003
B,A,27.01943
C,A,1.5136711
A,B,3.8950857
C,B,1.6217053
A,C,7.003151600000001
B,C,27.18507
B,A,27.021545
C,A,1.5000358
A,B,3.9828774
C,B,1.5949427999999999
A,C,7.0056595
B,C,27.18088
B,A,27.007252
C,A,1.5549809
A,B,3.9869487
C,B,1.6144767
A,C,7.01383
B,C,27.187485
B,A,27.007185999999997
C,A,1.3679281
A,B,3.992728
C,B,1.6260006
A,C,7.015503999999999
B,C,27.329987
B,A,26.97103
C,A,1.5053727
A,B,3.966776
C,B,1.6100936000000001
A,C,6.993311
B,C,27.258867
B,A,26.958029999999997
C,A,1.6005784
A,B,3.9673212999999996
C,B,1.6032346000000002
A,C,6.987385499999999
B,C,27.275237
B,A,26.97003
C,A,1.4844514
A,B,3.9494752999999996
C,B,1.5945308
A,C,6.978528
B,C,27.281582
B,A,27.009648
C,A,1.379741
A,B,3.862015
C,B,1.6077131
A,C,7.026636
B,C,27.27199
B,A,27.027708
C,A,1.3442367
A,B,3.7674196
C,B,1.438617
A,C,6.836871
B,C,27.108568
B,A,26.882315
C,A,1.3774782
A,B,3.7797436
C,B,1.4717601
A,C,6.8595365
B,C,27.145082000000002
B,A,26.85371
C,A,1.3773151
A,B,3.789902
C,B,1.5112877
A,C,6.866956
B,C,27.087286
B,A,26.85091
C,A,1.40495
A,B,3.7938282
C,B,1.5327774
A,C,6.869405
B,C,27.10176
B,A,26.8434
C,A,1.3926007
A,B,3.7975239999999997
C,B,1.5122734
A,C,6.869767599999999
B,C,27.067953000000003
B,A,26.842841999999997
C,A,1.41264275
A,B,3.7955120000000004
C,B,1.5433826
A,C,6.881479
B,C,27.085623
B,A,26.82773
C,A,1.4007062
A,B,3.7931863
C,B,1.6417071
A,C,6.754519
B,C,27.092332
B,A,26.832664
C,A,1.4113873
A,B,3.8597949999999996
C,B,1.4947622999999999
A,C,6.8664179999999995
B,C,27.186257
B,A,26.864874
C,A,1.462581
A,B,3.8291357
C,B,1.5392959
A,C,6.88263
B,C,27.212834
B,A,26.83606
C,A,1.4010936
A,B,3.791464
C,B,1.5019178
A,C,6.861751
B,C,27.090406
B,A,26.85343
C,A,1.4114812
A,B,3.8204446000000005
C,B,1.508484
A,C,6.883956
B,C,27.12809
B,A,26.853582
C,A,1.42597705
A,B,3.8167447
C,B,1.5627503
A,C,6.8829975999999995
B,C,27.22504
B,A,26.85783
C,A,1.3617329
A,B,3.8250233999999996
C,B,1.5590228
A,C,6.892975
B,C,27.235493
B,A,26.860976
C,A,1.3954632
A,B,3.8202046999999997
C,B,1.5625678
A,C,6.892858
B,C,27.137327000000003
B,A,26.866508000000003
C,A,1.3596162
A,B,3.8358208
C,B,1.5279338
A,C,6.89782
B,C,27.067947
B,A,26.86233
C,A,1.3753071
A,B,3.844209
C,B,1.4962539
A,C,6.90983
B,C,27.060315
B,A,26.858225
C,A,1.3775155
A,B,3.780754
C,B,1.549264
A,C,6.904317
B,C,27.071990000000003
B,A,26.879138
C,A,1.4288552
A,B,3.8499646
C,B,1.5369952
A,C,6.9072254
B,C,27.1448
B,A,26.895415999999997
C,A,1.4073804
A,B,3.848953
C,B,1.5171826
A,C,6.907143
B,C,27.088028
B,A,26.890707
C,A,1.4393538
A,B,3.8538913999999997
C,B,1.5274987
A,C,6.908566
B,C,27.083546000000002
B,A,26.891077
C,A,1.4357291
A,B,3.8584682999999997
C,B,1.5214957
A,C,6.910981
B,C,27.09584
B,A,26.89925
C,A,1.4360301000000002
A,B,3.8609445
C,B,1.5379727
A,C,6.912717
B,C,27.097365000000003
B,A,26.90809
C,A,1.42202675
A,B,3.859306
C,B,1.5307367
A,C,6.9232315
B,C,27.100787
B,A,26.894248
C,A,1.4561206
A,B,3.8657967000000006
C,B,1.5277103
A,C,6.9182254
B,C,27.115113
B,A,26.887559999999997
C,A,1.4078647
A,B,3.9402664
C,B,1.5180305
A,C,6.910973
B,C,27.131790000000002
B,A,26.875407
C,A,1.446984
A,B,3.852226
C,B,1.5209377
A,C,6.903811
B,C,27.23195
B,A,26.887171999999996
C,A,1.3953976
A,B,3.804347
C,B,1.5326403
A,C,6.9275364
B,C,27.222827000000002
B,A,26.937842
C,A,1.4229573
A,B,3.8761533999999997
C,B,1.5483707
A,C,6.928881
B,C,27.261633
B,A,26.89016
C,A,1.418864
A,B,3.8381233999999997
C,B,1.5359691999999998
A,C,6.899958
B,C,27.096432
B,A,26.900387
C,A,1.3759203
A,B,3.7984595
C,B,1.5527211
A,C,6.946586
B,C,27.194798
B,A,26.906508
C,A,1.4479563
A,B,3.8770589999999996
C,B,1.54296905
A,C,6.928548
B,C,27.28991
B,A,26.89233
C,A,1.42521635
A,B,3.8558453
C,B,1.5205413
A,C,6.964262
B,C,27.251858
B,A,26.9228
C,A,1.34179145
A,B,3.9040169999999996
C,B,1.5496463
A,C,6.940506399999999
B,C,27.263278
B,A,26.894379999999998
C,A,1.4316656
A,B,3.883191
C,B,1.5540935
A,C,6.907635
B,C,27.390105
B,A,26.90637
C,A,1.4774203000000001
A,B,3.8867977
C,B,1.5465662
A,C,6.874778999999999
B,C,27.25101
B,A,26.927233
C,A,1.3672568
A,B,3.8028892
C,B,1.5659317
A,C,6.95534
B,C,27.152938
B,A,26.91549
C,A,1.4574431
A,B,3.9071116999999997
C,B,1.5727691
A,C,6.950259
B,C,27.45701
B,A,26.906377000000003
C,A,1.46882385
A,B,3.8970849999999997
C,B,1.5693434
A,C,6.864783
B,C,27.272126
B,A,26.938146
C,A,1.3564773
A,B,3.8096827
C,B,1.5813924
A,C,6.9654614
B,C,27.322552
B,A,26.925457
C,A,1.4501131999999999
A,B,3.912346
C,B,1.5749216000000001
A,C,6.945093
B,C,27.18924
B,A,26.93959
C,A,1.4155477
A,B,3.9057739999999996
C,B,1.5621476
A,C,6.943442999999999
B,C,27.175725
B,A,26.922703000000002
C,A,1.48127675
A,B,3.913624
C,B,1.6640514
A,C,6.863455
B,C,27.15984
B,A,26.925534
C,A,1.4857881
A,B,4.0063116999999995
C,B,1.5338995
A,C,6.938060000000001
B,C,27.183217
B,A,26.925957
C,A,1.5145183
A,B,3.9022
C,B,1.539319
A,C,6.933284
B,C,27.203429999999997
B,A,26.926416
C,A,1.4440291
A,B,3.8794003
C,B,1.5372105
A,C,6.934189999999999
B,C,27.148113
B,A,26.936972
C,A,1.39271915
A,B,3.8736276
C,B,1.533626
A,C,6.911071
B,C,27.156645
B,A,26.939403999999996
C,A,1.3998270000000002
A,B,3.8584694
C,B,1.4910832
A,C,6.934968
B,C,27.17483
B,A,26.97875
C,A,1.3369545
A,B,3.8131736000000003
C,B,1.5797146
A,C,6.9749504
B,C,27.184916
B,A,26.985413
C,A,1.28078535
A,B,3.7804205
C,B,1.4381573
A,C,6.803899
B,C,27.002996
B,A,26.78796
C,A,1.3419874
A,B,3.7185839999999994
C,B,1.4617294
A,C,6.797002
B,C,27.088445
B,A,26.834652000000002
C,A,1.3513133
A,B,3.7346877
C,B,1.434388
A,C,6.810882
B,C,27.128083
